org_name,num_clinical,num_papers,num_patent,total_cost1,Totla_pub,per_$
ENKIDU RESEARCH INC,0,0,0,97728,0,0
SCICLONE PHARMACEUTICALS INC,0,0,0,97370,0,0
MBIO DIAGNOSTICS INC,0,0,0,96589,0,0
LOVELACE RESPIRATORY RESEARCH INSTITUTE,0,0,0,96419,0,0
NATURAL DRUG SCIENCE LLC,0,0,0,95906,0,0
ATHENA ENVIRONMENTAL SCIENCE INC,0,0,0,95614,0,0
ILLUMIGEN BIOSCIENCES INC,0,0,0,95211,0,0
ILLINOIS COLLEGE OF OPTOMETRY,0,0,0,94964,0,0
PROTEIN SOLUTIONS INC,0,0,0,94480,0,0
VAN ANDEL INSTITUTE GRADUATE SCHOOL,0,0,0,92040,0,0
IMAGE ASSOCIATES,0,0,0,91825,0,0
GENACO BIOMEDICAL PRODUCTS INC,0,0,0,91078,0,0
MURDOCH CHILDRENS RESEARCH INSTITUTE,0,0,0,90000,0,0
IMUGEN INC,0,0,0,89200,0,0
PALO ALTO INSTITUTEMOLECULAR MEDICINE,0,0,0,87600,0,0
SEALITE SCIENCES INC,0,0,0,85491,0,0
THIRD WAVE TECHNOLOGIES INC,0,0,0,85308,0,0
BIOMES INC,0,0,0,82600,0,0
APLASTIC ANEMIA MDS INTERNATIONAL FDN,0,0,0,82000,0,0
KINETIX PHARMACEUTICALS INC,0,0,0,82000,0,0
UROCOR INC,0,0,0,81255,0,0
LOATS ASSOCIATES INC,0,0,0,81000,0,0
KENNETH S WARREN INSTITUTE INC,0,0,0,80444,0,0
HYBRIDON INC,0,0,0,79635,0,0
UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,0,0,0,79560,0,0
TWENTYTWENTY GENE SYSTEMS,0,0,0,79501,0,0
UNIVERSITY OF MICHIGAN AT DEARBORN,0,0,0,77500,0,0
NATIONAL CENTERAIDSSTD CONTROLPREVENT,0,0,0,77001,0,0
EQUAL ACCESS TO SCIENTIFIC EXCELLENCE,0,0,0,74959,0,0
NITON CORPORATION,0,0,0,67192,0,0
YOUNGSTOWN STATE UNIVERSITY,0,0,0,65469,0,0
COLLINS MEDICAL INC,0,0,0,64234,0,0
CHORDOMA FOUNDATION,0,0,0,60000,0,0
HAUSER TECHNICAL SERVICES INC,0,0,0,59178,0,0
SUN BIOMEDICAL LABORATORIES INC,0,0,0,57960,0,0
GLIATECH INC,0,0,0,50000,0,0
SIGMAALDRICH RESEARCH BIOCHEMICAL,0,0,0,50000,0,0
CYTOGEN CORPORATION,0,0,0,50000,0,0
PROBETEK INC,0,0,0,50000,0,0
AGOURON PHARMACEUTICALS INC,0,0,0,50000,0,0
ELECTROPHYSIOLOGY SYSTEMS INC,0,0,0,50000,0,0
PHARMAGENICS INC,0,0,0,50000,0,0
POLYCLONAL SERA LABS INC,0,0,0,50000,0,0
SPECIALTY LABORATORIES INC,0,0,0,49964,0,0
OMNIGENE DIAGNOSTICS INC,0,0,0,49957,0,0
AICOMM INC,0,0,0,49770,0,0
MC CANN ASSOCIATES INC,0,0,0,49696,0,0
GULL LABORATORIES INC,0,0,0,49401,0,0
CAMBRIDGE SCIENTIFIC INC,0,0,0,49299,0,0
UNIVAX INC,0,0,0,49170,0,0
BIOTECH RESEARCH LABORATORIES,0,0,0,49110,0,0
PROJECT HOPEPEOPLE TO PEOPLE HLTH FDN,0,0,0,48958,0,0
SURMODICS INC,0,0,0,48724,0,0
BIOMEDICAL RESEARCH LABORATORY INC,0,0,0,48249,0,0
OXFORD BIOMEDICAL RESEARCH INC,0,0,0,47395,0,0
CYTOMETRY ASSOCIATES INC,0,0,0,47200,0,0
LABORATORY FOR CLINICAL INVESTIGATION,0,0,0,46840,0,0
MUCOLIPIDOSIS TYPE IV FOUNDATION INC,0,0,0,43332,0,0
NATIONAL HEMOPHILIA FOUNDATION,0,0,0,42500,0,0
UNITED MSD FOUNDATION,0,0,0,42400,0,0
SPONDYLITIS ASSOCIATION OF AMERICA,0,0,0,40000,0,0
MOEBIUS SYNDROME FOUNDATION,0,0,0,36000,0,0
OVARIAN CANCER NATIONAL ALLIANCE,0,0,0,35000,0,0
CURE CMD INC,0,0,0,30000,0,0
DNAX RESEARCH INSTITUTEMOL CELL BIOL,0,0,0,29500,0,0
ALS AND NEUROMUSCULAR RESEARCH FDN,0,0,0,27000,0,0
PFIZER INC,0,0,0,26000,0,0
ENANTA PHARMACEUTICALS,0,0,0,26000,0,0
UNIVERSITY OF EDINBURGH,0,0,0,25000,0,0
NATIONAL INSTITUTE HYGIENEEPIDEMIOLOGY,0,0,0,25000,0,0
NATIONAL PKU ALLIANCE,0,0,0,24000,0,0
MATRIX PHARMACEUTICAL INC,0,0,0,22646,0,0
CHOLANGIOCARCINOMA FOUNDATION,0,0,0,22000,0,0
PROTEIN SCIENCES CORPORATION,0,0,0,21436,0,0
PULMONARY HYPERTENSION ASSOCIATION,0,0,0,20000,0,0
CUREPSP INC,0,0,0,20000,0,0
ALPHA FOUNDATION,0,0,0,20000,0,0
ASSOCIATION FOR CREATINE DEFICIENCIES INC,0,0,0,20000,0,0
UNIVERSITY OF BRIDGEPORT,0,0,0,18795,0,0
THE STURGEWEBER FOUNDATION,0,0,0,16350,0,0
SPINA BIFIDA ASSOCIATION,0,0,0,14311,0,0
TERATOLOGY SOCIETY,0,0,0,12000,0,0
NATIONAL FRAGILE X FOUNDATION,0,0,0,11662,0,0
US DEPTVETS AFFAIRS MED CTRNEWINGTN,0,0,0,10000,0,0
GUAM MEMORIAL HOSPITAL,0,0,0,10000,0,0
OXALOSIS AND HYPEROXALURIA FOUNDATION,0,0,0,8500,0,0
INTERNATIONAL MOSAIC DOWN SYNDROME ASSN,0,0,0,6000,0,0
SUMMERS WAY FOUNDATION,0,0,0,5000,0,0
NUFFIELD ORTHOPAEDIC CENTRE,0,0,0,5000,0,0
MEDITECH MEDIA  LTD,0,0,0,5000,0,0
NATIONAL KIDNEY CANCER ASSOCIATION,0,0,0,3000,0,0
