GardID,ClassificationLevel,DisorderType,Name,Synonym
GARD:0021883,Subtype of disorder,[Clinical subtype],IgG4-related aortitis,
GARD:0021884,Subtype of disorder,[Clinical subtype],IgG4-related submandibular gland disease,[Küttner tumor]
GARD:0021885,Subtype of disorder,[Clinical subtype],IgG4-related ophthalmic disease,
GARD:0021886,Disorder,[Disease],Eosinophilic angiocentric fibrosis,[IgG4-related eosinophilic angiocentric fibrosis]
GARD:0021887,Disorder,[Clinical syndrome],Polyclonal hyperviscosity syndrome,
GARD:0021888,Disorder,[Disease],Primary cutaneous plasmacytosis,
GARD:0021889,Disorder,[Disease],Cutaneous pseudolymphoma,
GARD:0021890,Disorder,[Disease],Congenital insensitivity to pain with severe intellectual disability,"[Congenital absence of pain with severe intellectual disability, Congenital analgesia with severe intellectual disability, Congenital insensitivity to pain with preserved temperature sensation, Congenital insensitivity to pain with severe non-progressive cognitive delay]"
GARD:0021891,Disorder,[Disease],Progressive muscular atrophy,[PMA]
GARD:0021892,Disorder,[Disease],Anti-p200 pemphigoid,
GARD:0021893,Disorder,[Disease],Endometrioid carcinoma of ovary,
GARD:0021894,Disorder,[Disease],Variably protease-sensitive prionopathy,
GARD:0021895,Disorder,[Morphological anomaly],Isolated tracheoesophageal fistula,[H-type tracheoesophageal fistula]
GARD:0021896,Disorder,[Particular clinical situation in a disease or syndrome],Acute radiation syndrome,[Acute radiation sickness]
GARD:0021897,Disorder,[Disease],Avian influenza,
GARD:0021898,Disorder,[Malformation syndrome],1p35.2 microdeletion syndrome,"[Del(1)(p35.2), Deletion 1p35.2, Monosomy 1p35.2]"
GARD:0021899,Disorder,[Disease],Hereditary neuroendocrine tumor of small intestine,[Hereditary neuroendocrine tumor of small bowel]
GARD:0021900,Group of disorders,[Clinical group],Pseudohypoparathyroidism without Albright hereditary osteodystrophy,
GARD:0021901,Group of disorders,[Clinical group],Congenital nemaline myopathy,
GARD:0021902,Disorder,[Disease],TAFRO syndrome,[Thrombocytopenia-anasarca-fever-renal insufficiency-organomegaly syndrome]
GARD:0021903,Disorder,[Morphological anomaly],Isolated splenogonadal fusion,[SGF]
GARD:0021904,Disorder,[Disease],Infantile-onset axonal motor and sensory neuropathy-optic atrophy-neurodegenerative syndrome,"[ANOAC, Axonal neuropathy-optic atrophy-cognitive deficit syndrome]"
GARD:0021905,Disorder,[Disease],Clear cell sarcoma of kidney,[CCSK]
GARD:0021906,Disorder,[Malformation syndrome],Intellectual disability-muscle weakness-short stature-facial dysmorphism syndrome,
GARD:0021907,Disorder,[Disease],Composite hemangioendothelioma,
GARD:0021908,Disorder,[Disease],Retiform hemangioendothelioma,
GARD:0021909,Disorder,[Disease],Primary intralymphatic angioendothelioma,[Dabska tumor]
GARD:0021910,Group of disorders,[Clinical group],Congenital hemangioma,
GARD:0021911,Disorder,[Disease],Partially involuting congenital hemangioma,
GARD:0021912,Disorder,[Malformation syndrome],Mixed cystic lymphatic malformation,[Mixed cystic lymphangioma]
GARD:0021913,Group of disorders,[Category],Vascular tumor with associated anomalies,
GARD:0021914,Group of disorders,[Category],Rare capillary malformation with associated anomalies,
GARD:0021915,Group of disorders,[Clinical group],Common cystic lymphatic malformation,
GARD:0021916,Group of disorders,[Clinical group],Rare combined vascular malformation,
GARD:0021917,Group of disorders,[Category],Rare vascular malformation of major vessels,
GARD:0021918,Disorder,[Malformation syndrome],Corpus callosum agenesis-macrocephaly-hypertelorism syndrome,"[7q36.3 microduplication syndrome, Dup(7)(q36.3)]"
GARD:0021919,Group of disorders,[Category],Immunodeficiency due to a complement cascade component deficiency,
GARD:0021920,Group of disorders,[Category],Immunodeficiency due to a complement regulatory deficiency,
GARD:0021921,Group of disorders,[Category],Rare genetic capillary malformation,
GARD:0021922,Group of disorders,[Category],Genetic complex vascular malformation with associated anomalies,[Genetic hemangiolymphangioma]
GARD:0021923,Group of disorders,[Category],Rare genetic vascular tumor,
GARD:0021924,Group of disorders,[Category],Rare genetic venous malformation,
GARD:0021925,Group of disorders,[Category],Lethal multiple congenital anomalies/dysmorphic syndrome,
GARD:0021926,Subtype of disorder,[Etiological subtype],Intellectual disability syndrome due to a DYRK1A point mutation,[DYRK1A-related intellectual disability syndrome due to a point mutation]
GARD:0021927,Disorder,[Disease],Verrucous hemangioma,
GARD:0021928,Disorder,[Disease],Benign metanephric tumor,
GARD:0021929,Disorder,[Disease],Neonatal alloimmune neutropenia,
GARD:0021930,Disorder,[Disease],Acquired methemoglobinemia,[Drug-induced methemoglobinemia]
GARD:0021931,Disorder,[Particular clinical situation in a disease or syndrome],Paracetamol poisoning,[Acetaminophen poisoning]
GARD:0021932,Disorder,[Disease],Familial gastric type 1 neuroendocrine tumor,
GARD:0021933,Group of disorders,[Clinical group],Immune-mediated acquired neuromuscular junction disease,
GARD:0021934,Group of disorders,[Category],Genetic hemoglobinopathy,
GARD:0021935,Group of disorders,[Category],Genetic otorhinolaryngologic disease,
GARD:0021936,Disorder,[Disease],Exercise-induced malignant hyperthermia,[Exertional heat stroke]
GARD:0021937,Group of disorders,[Category],Rare disease with malignant hyperthermia,
GARD:0021938,Disorder,[Particular clinical situation in a disease or syndrome],Cyanide poisoning,
GARD:0021939,Disorder,[Disease],Scorpion envenomation,
GARD:0021940,Disorder,[Disease],Euthyroid Graves orbitopathy,[Euthyroid Graves ophthalmopathy]
GARD:0021941,Disorder,[Morphological anomaly],Supratip dysplasia,
GARD:0021942,Disorder,[Disease],Childhood-onset progressive contractures-limb-girdle weakness-muscle dystrophy syndrome,
GARD:0021943,Disorder,[Disease],SMARCA4-deficient sarcoma of thorax,[SMARCA4-deficient thoracic sarcoma]
GARD:0021944,Disorder,[Disease],Tubulinopathy-associated dysgyria,[Brain stem asymmetry-superior cerebellar and basal ganglia dysplasia syndrome]
GARD:0021945,Disorder,[Disease],Cryptogenic multifocal ulcerous stenosing enteritis,[CMUSE]
GARD:0021946,Disorder,[Disease],Chronic enteropathy associated with SLCO2A1 gene,[CEAS]
GARD:0021947,Group of disorders,[Category],Genetic lethal multiple congenital anomalies/dysmorphic syndrome,
GARD:0021948,Group of disorders,[Clinical group],Rare congenital anomaly of ventricular septum,"[Congenital anomaly of interventricular communication, Congenital ventricular septal anomaly]"
GARD:0021949,Disorder,[Disease],Autosomal dominant distal axonal motor neuropathy-myofibrillar myopathy syndrome,
GARD:0021950,Disorder,[Disease],Erythrokeratodermia-cardiomyopathy syndrome,[EKC syndrome]
GARD:0021951,Group of disorders,[Clinical group],Axonal hereditary motor and sensory neuropathy,[Axonal HMSN]
GARD:0021952,Group of disorders,[Clinical group],Demyelinating hereditary motor and sensory neuropathy,[Demyelinating HMSN]
GARD:0021953,Disorder,[Malformation syndrome],Autosomal dominant preaxial polydactyly-upperback hypertrichosis syndrome,
GARD:0021954,Group of disorders,[Clinical group],Intermediate Charcot-Marie-Tooth disease,"[Intermediate CMT, Intermediate hereditary motor and sensory neuropathy]"
GARD:0021955,Group of disorders,[Clinical group],Hypercontractile muscle stiffness syndrome,
GARD:0021956,Disorder,[Disease],Congenital generalized hypercontractile muscle stiffness syndrome,
GARD:0021957,Group of disorders,[Category],Type 1 interferonopathy,
GARD:0021958,Disorder,[Disease],Fibroblastic rheumatism,
GARD:0021959,Disorder,[Disease],Nodular fasciitis,"[Pseudosarcomatous fasciitis, Pseudosarcomatous fibromatosis]"
GARD:0021960,Group of disorders,[Category],Genetic cerebral small vessel disease,
GARD:0021961,Group of disorders,[Category],COL4A1 or COL4A2-related cerebral small vessel disease,[COL4A1 or COL4A2-related cerebral angiopathy]
GARD:0021962,Group of disorders,[Clinical group],COL4A1 or COL4A2-related cerebral small vessel disease with ischemic tendancy,[COL4A1 or COL4A2-related cerebral angiopathy with ischemic tendancy]
GARD:0021963,Group of disorders,[Clinical group],COL4A1 or COL4A2-related cerebral small vessel disease with hemorrhagic tendancy,[COL4A1 or COL4A2-related cerebral angiopathy with hemorrhagic tendancy]
GARD:0021964,Group of disorders,[Clinical group],Moyamoya angiopathy,
GARD:0021965,Group of disorders,[Category],Rare disorder with a moyamoya angiopathy,
GARD:0021966,Disorder,[Disease],Primary condylar hyperplasia,[Type 1 condylar hyperplasia]
GARD:0021967,Group of disorders,[Category],Syndromic constitutional thrombocytopenia,
GARD:0021968,Group of disorders,[Category],Isolated constitutional thrombocytopenia,"[Constitutional thrombocytopenia without extra-hematopoietic manifestations, Non-syndromic constitutional thrombocytopenia]"
GARD:0021969,Group of disorders,[Category],Genetic cardiac malformation,
GARD:0021970,Group of disorders,[Category],Other genetic dermis disorder,
GARD:0021971,Group of disorders,[Category],Rare hypercholesterolemia,
GARD:0021972,Subtype of disorder,[Clinical subtype],MYO5B-related progressive familial intrahepatic cholestasis,[MYO5B deficiency]
GARD:0021973,Disorder,[Morphological anomaly],Choledochal cyst,[Congenital cystic dilatation of the biliary tract]
GARD:0021974,Disorder,[Disease],Primary intrahepatic lithiasis,"[PIHL, Primary hepatolithiasis]"
GARD:0021975,Disorder,[Disease],Idiopathic ductopenia,"[IAD, Idiopathic adult ductopenia]"
GARD:0021976,Disorder,[Malformation syndrome],Caroli syndrome,
GARD:0021977,Disorder,[Disease],Idiopathic peliosis hepatis,[Idiopathic peliosis hepatitis]
GARD:0021978,Disorder,[Malformation syndrome],Lethal hydranencephaly-diaphragmatic hernia syndrome,
GARD:0021979,Disorder,[Morphological anomaly],Congenital portosystemic shunt,[Congenital portosystemic venous fistula]
GARD:0021980,Disorder,[Disease],High grade B-cell lymphoma with MYC and/ or BCL2 and/or BCL6 rearrangement,
GARD:0021981,Group of disorders,[Category],Non-severe combined immunodeficiency,[Non-SCID]
GARD:0021982,Disorder,[Disease],Aneurysmal bone cyst,
GARD:0021983,Disorder,[Disease],Isolated neonatal sclerosing cholangitis,
GARD:0021984,Disorder,[Disease],Facial diplegia with paresthesias,"[Facial diplegia with paresthesias variant of GBS, Facial diplegia with paresthesias variant of Guillain-Barré syndrome]"
GARD:0021985,Group of disorders,[Category],Gastroenteric neuroendocrine neoplasm,
GARD:0021986,Group of disorders,[Category],Type 1 interferonopathy of childhood,
GARD:0021987,Group of disorders,[Category],Genetic alopecia,
GARD:0021988,Group of disorders,[Clinical group],HTRA1-related cerebral small vessel disease,[HTRA1-related cerebral angiopathy]
GARD:0021989,Group of disorders,[Category],Rare idiopathic macular telangiectasia,
GARD:0021990,Disorder,[Malformation syndrome],X-linked keloid scarring-reduced joint mobility-increased optic cup-to-disc ratio syndrome,
GARD:0021991,Disorder,[Malformation syndrome],Propylthiouracil embryofetopathy,"[PTU embryofetopathy, PTU embryopathy, Propylthiouracil embryopathy]"
GARD:0021992,Group of disorders,[Category],Genetic non-acquired premature ovarian failure,
GARD:0021993,Disorder,[Malformation syndrome],16p12.1p12.3 triplication syndrome,"[Tetrasomy 16p12.1p12.3, Trip(16)(p12.1p12.3)]"
GARD:0021994,Disorder,[Disease],EMILIN-1-related connective tissue disease,
GARD:0021995,Disorder,[Disease],Isolated congenital hepatic fibrosis,[Isolated CHF]
GARD:0021996,Group of disorders,[Clinical group],Congenital bile acid synthesis defect,[BASD]
GARD:0021997,Group of disorders,[Category],Rare pediatric rheumatologic disease,
GARD:0021998,Disorder,[Disease],Pediatric collagenous gastritis,[Childhood-onset collagenous gastritis]
GARD:0021999,Disorder,[Disease],Autosomal dominant Charcot-Marie-Tooth disease type 2 due to DGAT2 mutation,[CMT2 due to DGAT2 mutation]
GARD:0022000,Disorder,[Disease],Acute macular neuroretinopathy,[AMNR]
GARD:0022001,Disorder,[Malformation syndrome],SIX2-related frontonasal dysplasia,[SIX2-related FND]
GARD:0022002,Disorder,[Malformation syndrome],Congenital amyoplasia,[Amyoplasia congenita]
GARD:0022003,Disorder,[Morphological anomaly],Extracranial carotid artery aneurysm,"[ECAA, ECCA]"
GARD:0022004,Disorder,[Disease],Idiopathic pleuroparenchymal fibroelastosis,"[IPPFE, Idiopathic pleuropulmonary fibroelastosis]"
GARD:0022005,Subtype of disorder,[Histopathological subtype],Vulvar squamous cell carcinoma,[Squamous cell carcinoma of the vulva]
GARD:0022006,Subtype of disorder,[Histopathological subtype],Vulvar basal cell carcinoma,[Basal cell carcinoma of vulva]
GARD:0022007,Subtype of disorder,[Histopathological subtype],Vulvar adenocarcinoma,[Adenocarcinoma of the vulva]
GARD:0022008,Group of disorders,[Category],Rare hyperkinetic movement disorder,
GARD:0022009,Disorder,[Malformation syndrome],9q33.3q34.11 microdeletion syndrome,"[Del(9)(q33.3q34.11), Deletion 9q33.3q34.11, Monosomy 9q33.3q34.11]"
GARD:0022010,Disorder,[Malformation syndrome],Congenital labioscrotal agenesis-cerebellar malformation-corneal dystrophy-facial dysmorphism syndrome,[Congenital agenesis of labia majora or scrotum-cerebellar malformation-corneal dystrophy-facial dysmorphism syndrome]
GARD:0022011,Disorder,[Morphological anomaly],Congenital agenesis of the scrotum,"[Congenital absence of the scrotum, Congenital scrotal absence, Congenital scrotal agenesis]"
GARD:0022012,Disorder,[Disease],Kyphoscoliosis-lateral tongue atrophy-hereditary spastic paraplegia syndrome,[Kyphoscoliosis-lateral tongue atrophy-HSP syndrome]
GARD:0022013,Group of disorders,[Category],Rare genetic hyperkinetic movement disorder,
GARD:0022014,Group of disorders,[Category],Non-inflammatory vasculopathy,
GARD:0022015,Group of disorders,[Clinical group],C12ORF65-related combined oxidative phosphorylation defect,[C12ORF65-related COXPD]
GARD:0022016,Disorder,[Disease],Epidermolytic nevus,"[Epidermal nevus with epidermolytic hyperkeratosis, Epidermolytic epidermal nevus, Epidermolytic verrucous epidermal nevus]"
GARD:0022017,Disorder,[Disease],Menstrual cycle-dependent periodic fever,"[Luteal-phase-dependent febrile episode, Luteal-phase-dependent periodic fever, Menstrual cycle-dependent febrile episode]"
GARD:0022018,Group of disorders,[Category],Biliary atresia and associated disorders,
GARD:0022019,Group of disorders,[Clinical group],Syndromic biliary atresia,
GARD:0022020,Group of disorders,[Category],Genetic inflammatory or rheumatoid-like osteoarthropathy,
GARD:0022021,Group of disorders,[Category],Overgrowth or tall stature syndrome with skeletal involvement,
GARD:0022022,Group of disorders,[Category],Dysostosis with brachydactyly without extraskeletal manifestations,
GARD:0022023,Group of disorders,[Category],Dysostosis with brachydactyly with extraskeletal manifestations,
GARD:0022024,Group of disorders,[Category],Longitudinal limb defect,
GARD:0022025,Group of disorders,[Category],Terminal transverse limb defect,
GARD:0022026,Group of disorders,[Category],Non-syndromic preaxial polydactyly,
GARD:0022027,Group of disorders,[Category],Non-syndromic postaxial polydactyly,
GARD:0022028,Group of disorders,[Category],Non-syndromic complex polydactyly,
GARD:0022029,Disorder,[Disease],Hyaline fibromatosis syndrome,
GARD:0022030,Group of disorders,[Category],Ectrodactyly with and without other manifestations,
GARD:0022031,Disorder,[Malformation syndrome],LRP5-related primary osteoporosis,
