,Gene,Disease
48320,protein cereblon,
48321,regulator of g-protein signaling 12,
48322,rgs12,
48323,rgs12,
48324,2.5.1.18,
48325,5.2.1.2,
48326,glutathione s-transferase zeta 1,
48327,gstz1,OMIM:617596
48328,gstz1-1,
48329,maai,
48330,maai,
48331,maleylacetoacetate isomerase,
48332,2.1.1.244,
48333,alpha n-terminal protein methyltransferase 1a,
48334,c9orf32,
48335,methyltransferase-like protein 11a,
48336,mettl11a,
48337,nrmt,
48338,nrmt1 ,
48339,n-terminal rcc1 methyltransferase,
48340,n-terminal xaa-pro-lys n-methyltransferase 1,
48341,"n-terminal xaa-pro-lys n-methyltransferase 1, n-terminally processed",
48342,ntm1a,
48343,ntmt1,
48344,x-pro-lys n-terminal protein methyltransferase 1a,
48345,2.1.1.319,
48346,heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 4,
48347,hrmt1l3,
48348,hrmt1l4,
48349,prmt8,
48350,protein arginine n-methyltransferase 8,
48351,2.4.1.17,
48352,gnt1,
48353,lugp4,
48354,udp-glucuronosyltransferase 1-9,
48355,udp-glucuronosyltransferase 1a9,
48356,udp-glucuronosyltransferase 1-i,
48357,udpgt 1-9,
48358,ugt1,
48359,ugt1-09,
48360,ugt1.9,
48361,ugt1*9,
48362,ugt1a9,
48363,ugt1a9,
48364,ugt1i,
48365,ugt-1i,
48366,2.7.1.91,
48367,sk2,
48368,sk 2,
48369,sphingosine kinase 2,
48370,sphk2,
48371,spk 2,
48372,2.3.1.-,
48373,2.7.1.91,
48374,acetyltransferase sphk1,
48375,sk 1,
48376,sphingosine kinase 1,
48377,sphk,
48378,sphk1,
48379,spk,
48380,spk 1,
48381,synonyms=sk1,
48382,3.5.1.-,
48383,3.5.1.98,
48384,hd1,
48385,hdac1,
48386,histone deacetylase 1,
48387,protein deacetylase hdac1,
48388,protein decrotonylase hdac1,
48389,rpd3l1,
48390,synonyms=rpd3l1,
48391,3.5.1.-,
48392,3.5.1.98,
48393,hd3,
48394,hdac3,
48395,histone deacetylase 3,
48396,protein deacetylase hdac3,
48397,protein deacylase hdac3,
48398,rpd3-2,
48399,smap45,
48400,3.5.1.-,
48401,3.5.1.98,
48402,hd6,
48403,hdac6,ORPHA:163966
48404,histone deacetylase 6,
48405,kiaa0901 ,
48406,tubulin-lysine deacetylase hdac6,
48407,3.5.1.-,
48408,3.5.1.98,
48409,hd2,
48410,hdac2,
48411,histone deacetylase 2,
48412,protein deacylase hdac2,
48413,3.5.1.98,
48414,antigen ny-co-9,
48415,hd5,
48416,hdac5,
48417,histone deacetylase 5,
48418,kiaa0600,
48419,3.5.1.98,
48420,hd7,
48421,hd7a,
48422,hdac7,
48423,hdac7a,
48424,histone deacetylase 7,
48425,histone deacetylase 7a,
48426,3.5.1.-,
48427,3.5.1.98,
48428,hd8,
48429,hdac8,ORPHA:3459
48430,hdacl1 ,
48431,histone deacetylase 8,
48432,protein deacetylase hdac8,
48433,protein decrotonylase hdac8,
48434,3.5.1.98,
48435,hd11,
48436,hdac11,
48437,histone deacetylase 11,
48438,3.5.1.98,
48439,hd4,
48440,hdac4,ORPHA:1001
48441,histone deacetylase 4,
48442,kiaa0288,
48443,3.5.1.98,
48444,hd7,
48445,hd7b,
48446,hd9,
48447,hdac7,
48448,hdac7b,
48449,hdac9,OMIM:620457
48450,hdrp,
48451,histone deacetylase 7b,
48452,histone deacetylase 9,
48453,histone deacetylase-related protein,
48454,kiaa0744,
48455,mef2-interacting transcription repressor mitr,
48456,mitr,
48457,3.5.1.48,
48458,3.5.1.62,
48459,hd10,
48460,hdac10,
48461,histone deacetylase 10,
48462,polyamine deacetylase hdac10,
48463,3.1.1.4,
48464,giid spla2,
48465,group iid secretory phospholipase a2,
48466,phosphatidylcholine 2-acylhydrolase 2d,
48467,pla2g2d,
48468,pla2iid,
48469,"secretory-type pla, stroma-associated homolog",
48470,spla2-iid,
48471,splash,
48472,errb2,
48473,err-beta,
48474,err beta-2,
48475,esrl2,
48476,esrrb,ORPHA:90636
48477,estrogen receptor-like 2,
48478,estrogen-related receptor beta,
48479,nr3b2,
48480,nuclear receptor subfamily 3 group b member 2,
48481,steroid hormone receptor err2,
48482,protein g7,
48483,pvhl,
48484,vhl,ORPHA:29072
48485,von hippel-lindau disease tumor suppressor,
48486,2.3.2.34,
48487,nedd8 carrier protein,
48488,nedd8-conjugating enzyme ubc12,
48489,ubc12,
48490,ube2m,
48491,ubiquitin-conjugating enzyme e2 m,
48492,mc-2,
48493,mc5r,
48494,mc5-r,
48495,melanocortin receptor 5,
48496,egfl7,
48497,egf-like protein 7,
48498,epidermal growth factor-like protein 7,
48499,megf7 ,
48500,multiple egf-like domains protein 7,
48501,multiple epidermal growth factor-like domains protein 7,
48502,notch4-like protein,
48503,vascular endothelial statin,
48504,ve-statin,
48505,zneu1,
48506,1.8.4.12,
48507,1.8.4.14,
48508,cbs-1,
48509,"methionine-r-sulfoxide reductase b2, mitochondrial",
48510,msrb ,
48511,msrb2,
48512,msrb2,
48513,3.4.24.-,
48514,adam12,
48515,adam 12,
48516,disintegrin and metalloproteinase domain-containing protein 12,
48517,meltrin-alpha,
48518,mltn ,
48519,cx3cl1,
48520,cx3c membrane-anchored chemokine,
48521,c-x3-c motif chemokine 1,
48522,fkn,
48523,fractalkine,
48524,neurotactin,
48525,ntt ,
48526,processed fractalkine,
48527,scyd1 ,
48528,small-inducible cytokine d1,
48529,synonyms=fkn,
48530,ctns,ORPHA:411634
48531,cystinosin,
48532,gaip,
48533,gaip,
48534,g-alpha-interacting protein,
48535,gnai3ip,
48536,regulator of g-protein signaling 19,
48537,rgs19,
48538,rgs19,
48539,apo-2l,
48540,apo2l,
48541,apo-2 ligand,
48542,cd_antigen=cd253,
48543,protein trail,
48544,tnf-related apoptosis-inducing ligand,
48545,tnfsf10,
48546,trail,
48547,tumor necrosis factor ligand superfamily member 10,
48548,1.14.11.67,
48549,histone demethylase jarid1a,
48550,[histone h3]-trimethyl-l-lysine(4) demethylase 5a,
48551,jumonji/arid domain-containing protein 1a,
48552,kdm5a,
48553,lysine-specific demethylase 5a,
48554,rbbp2,
48555,rbbp-2,
48556,rbp2,
48557,retinoblastoma-binding protein 2,
48558,synonyms=jarid1a,
48559,1.14.11.67,
48560,cancer/testis antigen 31,
48561,ct31,
48562,histone demethylase jarid1b,
48563,[histone h3]-trimethyl-l-lysine(4) demethylase 5b,
48564,jarid1b,
48565,jumonji/arid domain-containing protein 1b,
48566,kdm5b,ORPHA:88616
48567,lysine-specific demethylase 5b,
48568,plu1,
48569,plu-1,
48570,rbbp2h1,
48571,rbp2-h1,
48572,retinoblastoma-binding protein 2 homolog 1,
48573,3.4.24.15,
48574,endopeptidase 24.15,
48575,mp78,
48576,thimet oligopeptidase,
48577,thop1,
48578,gababr2,
48579,gaba-br2,
48580,gaba-b-r2,
48581,gaba-b receptor 2,
48582,gabbr2,ORPHA:442835
48583,gamma-aminobutyric acid type b receptor subunit 2,
48584,gb2,
48585,gpr51,
48586,gprc3b,
48587,g-protein coupled receptor 51,
48588,hg20,
48589,lipid transfer protein ii,
48590,phospholipid transfer protein,
48591,pltp,
48592,beta-alanine receptor,
48593,g-protein coupled receptor tgr7,
48594,mas-related g-protein coupled receptor member d,
48595,mrgd,
48596,mrgprd,
48597,antigen ny-co-13,
48598,cellular tumor antigen p53,
48599,p53,
48600,phosphoprotein p53,
48601,tp53,ORPHA:99756
48602,tumor suppressor p53,
48603,3.2.1.14,
48604,acidic mammalian chitinase,
48605,amcase,
48606,chia,
48607,lung-specific protein tsa1902,
48608,protein g7,
48609,pvhl,
48610,vhl,ORPHA:29072
48611,von hippel-lindau disease tumor suppressor,
48612,dna-binding protein ikaros,
48613,ik1,
48614,ikaros,
48615,ikaros family zinc finger protein 1,
48616,ikzf1,ORPHA:317473
48617,lyf1,
48618,lymphoid transcription factor lyf-1,
48619,znfn1a1,
48620,2.7.11.1,
48621,2.7.11.10,
48622,i-kappa-b kinase 2,
48623,i-kappa-b-kinase beta,
48624,ikbkb,ORPHA:397787
48625,ikbkb,ORPHA:397787
48626,ikk2,
48627,ikk-2,
48628,ikkb,
48629,ikk-b,
48630,ikk-beta,
48631,inhibitor of nuclear factor kappa-b kinase subunit beta,
48632,nfkbikb,
48633,nuclear factor nf-kappa-b inhibitor kinase beta,
48634,serine/threonine protein kinase ikbkb,
48635,2.7.11.10,
48636,chuk,ORPHA:465824
48637,conserved helix-loop-helix ubiquitous kinase,
48638,ikappab kinase,
48639,i-kappa-b kinase 1,
48640,i-kappa-b kinase alpha,
48641,ikbka,
48642,ikk1,
48643,ikk-1,
48644,ikka,
48645,ikk-a,
48646,ikk-alpha,
48647,inhibitor of nuclear factor kappa-b kinase subunit alpha,
48648,nfkbika,
48649,nuclear factor nf-kappa-b inhibitor kinase alpha,
48650,tcf16,
48651,tcf-16,
48652,transcription factor 16,
48653,fip3,
48654,fip-3,
48655,i-kappa-b kinase subunit gamma,
48656,ikbkg,ORPHA:319612
48657,ikb kinase-associated protein 1,
48658,ikb kinase subunit gamma,
48659,ikkap1,
48660,ikkg,
48661,ikk-gamma,
48662,inhibitor of nuclear factor kappa-b kinase subunit gamma,
48663,nemo,
48664,nemo,
48665,nf-kappa-b essential modifier,
48666,nf-kappa-b essential modulator,
48667,er-alpha,
48668,esr,
48669,esr1,ORPHA:785
48670,estradiol receptor,
48671,estrogen receptor,
48672,nr3a1,
48673,nuclear receptor subfamily 3 group a member 1,
48674,nr2b1,
48675,nuclear receptor subfamily 2 group b member 1,
48676,retinoic acid receptor rxr-alpha,
48677,retinoid x receptor alpha,
48678,rxra,
48679,immediate-early response protein not,
48680,not,
48681,nr4a2,ORPHA:98808
48682,nuclear receptor subfamily 4 group a member 2,
48683,nurr1,
48684,orphan nuclear receptor nurr1,
48685,tinur,
48686,transcriptionally-inducible nuclear receptor,
48687,2.7.10.2,
48688,jak2,ORPHA:729
48689,jak-2,
48690,janus kinase 2,
48691,tyrosine-protein kinase jak2,
48692,crbn,ORPHA:88616
48693,protein cereblon,
48694,crbn,ORPHA:88616
48695,protein cereblon,
48696,endoplasmic reticulum interferon stimulator,
48697,eris,
48698,hmita,
48699,hsting,
48700,mediator of irf3 activation,
48701,mita,
48702,mita gn  ,
48703,stimulator of interferon genes protein,
48704,sting1,ORPHA:481662
48705,sting gn  ,
48706,synonyms=eris,
48707,tmem173,
48708,tmem173 gn  ,
48709,transmembrane protein 173,
48710,2.1.1.37,
48711,dna (cytosine-5)-methyltransferase 3b,
48712,dna methyltransferase hsaiiib,
48713,dna mtase hsaiiib,
48714,dnmt3b,ORPHA:2268
48715,dnmt3b,ORPHA:2268
48716,m.hsaiiib,
48717,3.1.3.16,
48718,nuclear proteasome inhibitor ublcp1,
48719,ubiquitin-like domain-containing ctd phosphatase 1,
48720,ublcp1,
48721,brd4,ORPHA:443167
48722,bromodomain-containing protein 4,
48723,hunk1,
48724,protein hunk1,
48725,crbn,ORPHA:88616
48726,protein cereblon,
48727,cul4a,
48728,cul-4a,
48729,cullin-4a,
48730,2.1.1.-,
48731,2.1.1.367,
48732,bat8,
48733,c6orf30,
48734,ehmt2,
48735,euchromatic histone-lysine n-methyltransferase 2,
48736,g9a,
48737,h3-k9-hmtase 3,
48738,histone h3-k9 methyltransferase 3,
48739,histone-lysine n-methyltransferase ehmt2,
48740,hla-b-associated transcript 8,
48741,kmt1c,
48742,lysine n-methyltransferase 1c,
48743,ng36,
48744,protein g9a,
48745,5-ht1f,
48746,5-ht-1f,
48747,5-hydroxytryptamine receptor 1f,
48748,htr1el,
48749,htr1f,
48750,serotonin receptor 1f,
48751,5-ht2b,
48752,5-ht-2b,
48753,5-hydroxytryptamine receptor 2b,
48754,htr2b,
48755,serotonin receptor 2b,
48756,5-ht4,
48757,5-ht-4,
48758,5-hydroxytryptamine receptor 4,
48759,htr4,
48760,serotonin receptor 4,
48761,5-ht1b,
48762,5-ht-1b,
48763,5-ht-1d-beta,
48764,5-hydroxytryptamine receptor 1b,
48765,htr1b,
48766,htr1db,
48767,s12,
48768,serotonin 1d beta receptor,
48769,serotonin receptor 1b,
48770,5-ht-3,
48771,5-ht3a,
48772,5-ht3-a,
48773,5ht3r,
48774,5-ht3r,
48775,5-hydroxytryptamine receptor 3,
48776,5-hydroxytryptamine receptor 3a,
48777,htr3,
48778,htr3a,
48779,serotonin-gated ion channel receptor,
48780,serotonin receptor 3a,
48781,5-ht1a,
48782,5-ht-1a,
48783,5-hydroxytryptamine receptor 1a,
48784,adrb2rl1,
48785,adrbrl1,
48786,g-21,
48787,htr1a,ORPHA:498251
48788,serotonin receptor 1a,
48789,5-ht1d,
48790,5-ht-1d,
48791,5-ht-1d-alpha,
48792,5-hydroxytryptamine receptor 1d,
48793,htr1d,
48794,htr1da,
48795,htrl,
48796,serotonin 1d alpha receptor,
48797,serotonin receptor 1d,
48798,5-ht-2,
48799,5-ht-2a,
48800,5-hydroxytryptamine receptor 2a,
48801,htr2,
48802,htr2a,OMIM:181500
48803,serotonin receptor 2a,
48804,5-ht1c,
48805,5-ht-1c,
48806,5-ht2c,
48807,5-ht-2c,
48808,5-htr2c,
48809,5-hydroxytryptamine receptor 1c,
48810,5-hydroxytryptamine receptor 2c,
48811,htr1c,
48812,htr2c,
48813,serotonin receptor 2c,
48814,5-ht1e,
48815,5-ht-1e,
48816,5-hydroxytryptamine receptor 1e,
48817,htr1e,
48818,s31,
48819,serotonin receptor 1e,
48820,5-ht7,
48821,5-ht-7,
48822,5-ht-x,
48823,5-hydroxytryptamine receptor 7,
48824,htr7,
48825,serotonin receptor 7,
48826,5-ht6,
48827,5-ht-6,
48828,5-hydroxytryptamine receptor 6,
48829,htr6,
48830,serotonin receptor 6,
48831,5-ht-5,
48832,5-ht5a,
48833,5-ht-5a,
48834,5-hydroxytryptamine receptor 5a,
48835,htr5a,
48836,serotonin receptor 5a,
48837,5-ht3e,
48838,5-ht3-e,
48839,5-hydroxytryptamine receptor 3e,
48840,htr3e,
48841,serotonin receptor 3e,
48842,5-ht3b,
48843,5-ht3-b,
48844,5-hydroxytryptamine receptor 3b,
48845,htr3b,
48846,serotonin receptor 3b,
48847,5-ht3d,
48848,5-ht3-d,
48849,5-hydroxytryptamine receptor 3d,
48850,htr3d,
48851,serotonin receptor 3d,
48852,5-ht3c,
48853,5-ht3-c,
48854,5-hydroxytryptamine receptor 3c,
48855,htr3c,
48856,serotonin receptor 3c,
48857,2.6.1.64,
48858,2.6.1.7,
48859,4.4.1.13,
48860,ccbl1,
48861,cysteine-s-conjugate beta-lyase,
48862,glutamine--phenylpyruvate transaminase,
48863,glutamine transaminase k,
48864,gtk,
48865,kati,
48866,kyat1,
48867,kynurenine aminotransferase 1,
48868,kynurenine aminotransferase i,
48869,kynurenine--oxoglutarate transaminase 1,
48870,kynurenine--oxoglutarate transaminase i,
48871,hvdac3,
48872,outer mitochondrial membrane protein porin 3,
48873,vdac3,
48874,vdac-3,
48875,voltage-dependent anion-selective channel protein 3,
48876,crbn,ORPHA:88616
48877,protein cereblon,
48878,agrin,
48879,agrin,
48880,agrin c-terminal 110 kda subunit,
48881,agrin c-terminal 22 kda fragment,
48882,agrin c-terminal 90 kda fragment,
48883,agrin n-terminal 110 kda subunit,
48884,agrn,ORPHA:98913
48885,c22,
48886,c90,
48887,3.1.2.-,
48888,3.1.2.2,
48889,acot1,
48890,acyl-coa thioesterase 1,
48891,acyl-coenzyme a thioesterase 1,
48892,cte1,
48893,cte-i,
48894,cte-ib,
48895,inducible cytosolic acyl-coenzyme a thioester hydrolase,
48896,long chain acyl-coa hydrolase,
48897,long chain acyl-coa thioester hydrolase,
48898,palmitoyl-coenzyme a thioesterase,
48899,2.4.1.17,
48900,bilirubin-specific udpgt isozyme 1,
48901,gnt1,
48902,hug-br1,
48903,udp-glucuronosyltransferase 1-1,
48904,udp-glucuronosyltransferase 1a1,
48905,udp-glucuronosyltransferase 1a isoform 1,
48906,udpgt 1-1,
48907,ugt1,
48908,ugt1-01,
48909,ugt1.1,
48910,ugt1*1,
48911,ugt1a1,ORPHA:79235
48912,ugt1a1,ORPHA:79235
48913,frizzled-1,
48914,fz-1,
48915,fzd1,
48916,fze1,
48917,hfz1,
48918,bcl2-l-3,
48919,bcl2l3,
48920,bcl-2-like protein 3,
48921,bcl-2-related protein eat/mcl1,
48922,induced myeloid leukemia cell differentiation protein mcl-1,
48923,mcl1,
48924,mcl1/eat,
48925,3.6.5.5,
48926,dlp1,
48927,dnm1l,ORPHA:98673
48928,dnm1p/vps1p-like protein,
48929,drp1,
48930,dvlp,
48931,dymple,
48932,dynamin-1-like protein,
48933,dynamin family member proline-rich carboxyl-terminal domain less,
48934,dynamin-like protein,
48935,dynamin-like protein 4,
48936,dynamin-like protein iv,
48937,dynamin-related protein 1,
48938,hdyniv,
48939,ighep2,
48940,inter-alpha-inhibitor heavy chain 2,
48941,inter-alpha-trypsin inhibitor complex component ii,
48942,inter-alpha-trypsin inhibitor heavy chain h2,
48943,itih2,
48944,iti-hc2,
48945,iti heavy chain h2,
48946,serum-derived hyaluronan-associated protein,
48947,shap,
48948,cd49 antigen-like family member b,
48949,cd49b,
48950,cd_antigen=cd49b,
48951,collagen receptor,
48952,gpia,
48953,integrin alpha-2,
48954,itga2,ORPHA:853
48955,platelet membrane glycoprotein ia,
48956,vla-2 subunit alpha,
48957,gpr87,
48958,gpr95 ,
48959,g-protein coupled receptor 87,
48960,g-protein coupled receptor 95,
48961,na(+)/h(+) exchanger 2,
48962,nhe2,
48963,nhe-2,
48964,slc9a2,
48965,sodium/hydrogen exchanger 2,
48966,solute carrier family 9 member 2,
48967,aqp4,OMIM:620448
48968,aqp-4,
48969,aquaporin-4,
48970,mercurial-insensitive water channel,
48971,miwc,
48972,wch4,
48973,1.5.3.16,
48974,c20orf16,
48975,pao-1,
48976,paoh1,
48977,polyamine oxidase 1,
48978,smo ,
48979,smox,
48980,spermine oxidase,
48981,chrm5,
48982,muscarinic acetylcholine receptor m5,
48983,phb1,OMIM:114480
48984,prohibitin 1,
48985,synonyms=phb,
48986,synonyms=phb1,
48987,1.1.1.145,
48988,1.1.1.210,
48989,1.1.1.270,
48990,3-beta-hsd i,
48991,3-beta-hydroxy-5-ene steroid dehydrogenase,
48992,3-beta-hydroxy-delta(5)-steroid dehydrogenase,
48993,3-beta-hydroxysteroid 3-dehydrogenase,
48994,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type 1,
48995,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type i,
48996,3bh,
48997,5.3.3.1,
48998,delta-5-3-ketosteroid isomerase,
48999,dihydrotestosterone oxidoreductase,
49000,hsd3b1,
49001,hsdb3a,
49002,steroid delta-isomerase,
49003,trophoblast antigen fdo161g,
49004,cd63,
49005,cd63 antigen,
49006,cd_antigen=cd63,
49007,granulophysin,
49008,lamp-3,
49009,limp1,
49010,lysosomal-associated membrane protein 3,
49011,lysosome integral membrane protein 1,
49012,melanoma-associated antigen me491,
49013,mla1,
49014,ocular melanoma-associated antigen,
49015,oma81h,
49016,tetraspanin-30,
49017,tspan-30,
49018,tspan30,
49019,2.7.11.25,
49020,kiaa0213,
49021,map3k4,
49022,mapk/erk kinase kinase 4,
49023,mapkkk4,
49024,map three kinase 1,
49025,mekk4,
49026,mekk 4,
49027,mek kinase 4,
49028,mitogen-activated protein kinase kinase kinase 4,
49029,mtk1,
49030,3.1.4.35,
49031,cgb-pde,
49032,cgmp-binding cgmp-specific phosphodiesterase,
49033,"cgmp-specific 3',5'-cyclic phosphodiesterase",
49034,pde5,
49035,pde5a,
49036,3.1.4.35,
49037,gmp-pde gamma,
49038,pde6h,ORPHA:49382
49039,"retinal cone rhodopsin-sensitive cgmp 3',5'-cyclic phosphodiesterase subunit gamma",
49040,3.1.4.35,
49041,gmp-pde gamma,
49042,pde6g,ORPHA:791
49043,pdeg,
49044,"retinal rod rhodopsin-sensitive cgmp 3',5'-cyclic phosphodiesterase subunit gamma",
49045,3.1.4.35,
49046,gmp-pde beta,
49047,pde6b,ORPHA:791
49048,pdeb,
49049,"rod cgmp-specific 3',5'-cyclic phosphodiesterase subunit beta",
49050,gmp-pde delta,
49051,pde6d,ORPHA:475
49052,pded,
49053,protein p17,
49054,"retinal rod rhodopsin-sensitive cgmp 3',5'-cyclic phosphodiesterase subunit delta",
49055,3.1.4.35,
49056,gmp-pde alpha,
49057,pde6a,ORPHA:791
49058,pdea,
49059,pde v-b1,
49060,"rod cgmp-specific 3',5'-cyclic phosphodiesterase subunit alpha",
49061,3.1.4.35,
49062,cgmp phosphodiesterase 6c,
49063,"cone cgmp-specific 3',5'-cyclic phosphodiesterase subunit alpha'",
49064,pde6c,ORPHA:49382
49065,pdea2,
49066,3.4.24.24,
49067,72 kda gelatinase,
49068,72 kda type iv collagenase,
49069,clg4a,
49070,gelatinase a,
49071,matrix metalloproteinase-2,
49072,mmp2,ORPHA:371428
49073,mmp-2,
49074,pex,
49075,tbe-1,
49076,3.4.24.35,
49077,67 kda matrix metalloproteinase-9,
49078,82 kda matrix metalloproteinase-9,
49079,92 kda gelatinase,
49080,92 kda type iv collagenase,
49081,clg4b,
49082,gelatinase b,
49083,gelb,
49084,matrix metalloproteinase-9,
49085,mmp9,ORPHA:1040
49086,mmp-9,
49087,cbg,
49088,cbg,
49089,corticosteroid-binding globulin,
49090,serpin a6,
49091,serpina6,ORPHA:199247
49092,transcortin,
49093,2.4.1.17,
49094,bilirubin-specific udpgt isozyme 2,
49095,gnt1,
49096,hug-br2,
49097,udp-glucuronosyltransferase 1-4,
49098,udp-glucuronosyltransferase 1a4,
49099,udp-glucuronosyltransferase 1-d,
49100,udpgt 1-4,
49101,ugt1,
49102,ugt1-04,
49103,ugt1.4,
49104,ugt1*4,
49105,ugt1a4,
49106,ugt1a4,
49107,ugt1d,
49108,ugt-1d,
49109,2.4.1.17,
49110,"3,4-catechol estrogen-specific udpgt",
49111,udp-glucuronosyltransferase 2b7,
49112,udp-glucuronosyltransferase 2b9,
49113,udpgt 2b7,
49114,udpgt 2b9,
49115,udpgth-2,
49116,ugt2b7,
49117,ugt2b7,
49118,ugtb2b9,
49119,2.4.1.17,
49120,c19-steroid-specific udp-glucuronosyltransferase,
49121,c19-steroid-specific udpgt,
49122,udp-glucuronosyltransferase 2b17,
49123,udpgt 2b17,
49124,ugt2b17,OMIM:612560
49125,ugt2b17,OMIM:612560
49126,2.4.1.17,
49127,udp-glucuronosyltransferase 2b10,
49128,udpgt 2b10,
49129,ugt2b10,
49130,2.4.1.17,
49131,hlug4,
49132,synonyms=ugt2b8,
49133,udp-glucuronosyltransferase 2b15,
49134,udp-glucuronosyltransferase 2b8,
