,Generic Name,Trade Name,Date Designated,Orphan Designation,Orphan Designation Status,Date Designation Withdrawn or Revoked,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,"Exclusivity Protected Indication * (Shown for approvals from Jan. 1, 2013, to the present)",Sponsor Company,Sponsor Address 1,Sponsor Address 2,Sponsor City,Sponsor State,Sponsor Zip,Sponsor Country,CF Grid Key,GardName,GardId,Orphan
6380,spartalizumab,,3/24/2021,treatment of pancreatic cancer,Designated,,Not FDA Approved for Orphan Indication,,,,,Novartis Pharmaceuticals Corporation,One Health Plaza,,East Hanover,New Jersey,' 07936-1080 ' ,United States,819321,,,
6381,Specific Peptide Enhanced Affinity Receptor T cell product comprised of autologous CD4 and CD8 positive T cells genetically engineered with an affinity-enhanced T cell receptor to target cancer-testis antigen MAGE-A4,,8/26/2019,treatment of soft tissue sarcoma,Designated,,Not FDA Approved for Orphan Indication,,,,,"Adaptimmune, LLC",351 Rouse Blvd,,Philadelphia,Pennsylvania,' 19112 ' ,United States,666018,soft tissue sarcoma,"""gard:0004898""",
6382,Sperm Protein-17 oral microparticle vaccine,,6/21/2016,treatment of ovarian cancer,Designated,,Not FDA Approved for Orphan Indication,,,,,"Kiromic, LLC",2707 Fannin Street,Fannin St. Professional Building,Houston,Texas,' 77002 ' ,United States,523416,ovarian cancer,"""gard:0007295""",
6383,spesolimab-sbzo,Spevigo,10/3/2018,treatment of generalized pustular psoriasis,Designated/Approved,,,Treatment of generalized pustular psoriasis (GPP) flares in adults,9/1/2022,9/1/2029,Treatment of generalized pustular psoriasis (GPP) flares in adults,"Boehringer Ingelheim Pharmaceuticals, Inc. (BI)",900 Ridgebury Road,P.O. Box 368,Ridgefield,Connecticut,' 06877 ' ,United States,651618,generalized pustular psoriasis,"""gard:0012819""",
6384,spesolimab-sbzo,Spevigo,10/3/2018,treatment of generalized pustular psoriasis,Designated/Approved,,,treatment of generalized pustular psoriasis (GPP) in adults and pediatric patients 12 years of age and older and weighing at least 40 kg,3/18/2024,3/18/2031,"treatment of generalized pustular psoriasis (GPP) flares in pediatric patients 12 years of age and older and weighing at least 40 kg, and treatment of GPP in adults and pediatric patients 12 years of age and older and weighing at least 40 kg who are not experiencing a flare","Boehringer Ingelheim Pharmaceuticals, Inc. (BI)",900 Ridgebury Road,P.O. Box 368,Ridgefield,Connecticut,' 06877 ' ,United States,651618,generalized pustular psoriasis,"""gard:0012819""",
6385,Spesolimab-sbzo,,2/20/2024,treatment of netherton syndrome,Designated,,Not FDA Approved for Orphan Indication,,,,,"Boehringer Ingelheim Pharmaceuticals, Inc",900 Ridgebury Road,Boehringer Ingelheim,Ridgefield,Connecticut,' 06877 ' ,United States,988323,netherton syndrome,"""gard:0007182""",
6386,spherical carbon absorbent,,5/5/2020,treatment of urea cycle disorders,Designated,,Not FDA Approved for Orphan Indication,,,,,"CT Development One, LLC","187 Pavilion Parkway, Suite 200",,Newport,Kentucky,' 41071 ' ,United States,727419,,,
6387,spherical carbon adsorbent,,12/19/2007,treatment of chronic pouchitis,Designated,,Not FDA Approved for Orphan Indication,,,,,"Ocera Therapeutics, Inc.",12651 High Bluff Drive,,San Diego,California,' 92130 ' ,United States,249007,pouchitis,"""gard:0020510""",
6388,Spiramycin,,10/17/1984,for symptomatic relief and parasitic cure of chronic cryptosporidiosis in patients with immunodeficiency.,Designated/Designation Withdrawn or Revoked,,Not FDA Approved for Orphan Indication,,,,,Rhone-Poulenc Rorer Pharmaceuticals,500 Arcola Road,,Collegeville,Pennsylvania,' 19426 ' ,United States,3684,,,
6389,"Spiro[3H-Indole-3,2¿-pyrrolidin]-2(1H)-one derivative",,6/24/2022,treatment of soft tissue sarcoma (sts).,Designated,,Not FDA Approved for Orphan Indication,,,,,"Boehringer Ingelheim Pharmaceuticals, Inc.",900 Ridgebury Road,PO Box 368,Ridgefield,Connecticut,' 06877 ' ,United States,885622,soft tissue sarcoma,"""gard:0004898""",
6390,"Spiro[3H-Indole-3,2¿-pyrrolidin]-2(1H)-one derivative",,6/8/2023,treatment of biliary tract cancer,Designated,,Not FDA Approved for Orphan Indication,,,,,"Boehringer Ingelheim Pharmaceuticals, Inc.",900 Ridgebury Road,,Ridgefield,Connecticut,' 06877 ' ,United States,942623,,,
6391,spironolactone,,5/22/2014,use in pediatric patients with primary hyperaldosteronism,Designated,,Not FDA Approved for Orphan Indication,,,,,"CMP Pharma, Inc.",PO Box 147,8026 US Highway 264A,Farmville,North Carolina,' 27828 ' ,United States,430614,,,
6392,squalamine lactate,,5/11/2001,treatment of ovarian cancer refractory or resistant to standard chemotherapy,Designated,,Not FDA Approved for Orphan Indication,,,,,Genaera Corporation,5110 Campus Drive,,Plymouth Meeting,Pennsylvania,' 19462 ' ,United States,143101,ovarian cancer,"""gard:0007295""",
6393,Src homology region 2-containing protein tyrosine phosphatase 2 (SHP2) inhibitor,,9/18/2020,treatment of esophageal cancer,Designated,,Not FDA Approved for Orphan Indication,,,,,"Jacobio Pharmaceuticals Co., Ltd.","Bld-F2, No 88, 6th Kechuang St, BDA",,Beijing,,' 101111 ' ,China,764720,,,
6394,src homology region 2-containing protein tyrosine phosphatase 2 (SHP2) inhibitor JAB-3068,,2/28/2019,treatment of esophageal cancer,Designated,,Not FDA Approved for Orphan Indication,,,,,"Jacobio Pharmaceuticals Co., Ltd.","Bld-F2, No 88, 6th Kechuang St, BDA",,Beijing,,' ' ,China,676318,,,
6395,ST1-RTA immunotoxin (SR 44163),,8/12/1987,1. prevention of acute graft versus host disease in allogenic bone marrow transplantation 2. treatment of patients with b-chronic lymphocytic leukemia,Designated/Designation Withdrawn or Revoked,,Not FDA Approved for Orphan Indication,,,,,"Sanofi Winthrop, Inc.",9 Great Valley Parkway,,Malvern,Pennsylvania,' 19355 ' ,United States,16886,graft versus host disease,"""gard:0016642""",
6396,stabilized sulforaphane,,8/22/2016,treatment of subarachnoid hemorrhage,Designated,,Not FDA Approved for Orphan Indication,,,,,Evgen Pharma PLC,146 Brownlow Hill,,Liverpool,,' ' ,United Kingdom,530616,,,
6397,Stabilized sulforaphane,,9/1/2021,treatment of malignant glioma,Designated,,Not FDA Approved for Orphan Indication,,,,,Evgen Pharma plc,"Liverpool Science Park, Innovation Centre 2",146 Brownlow Hill,Liverpool,,' L3 5RF ' ,United Kingdom,836021,,,
6398,staphylococcal aureus protein A,,6/10/2015,treatment of immune thrombocytopenic purpura,Designated,,Not FDA Approved for Orphan Indication,,,,,"Protalex, Inc.",131 Columbia Turnpike,Suite 1,Florham Park,New Jersey,' 07932 ' ,United States,427714,,,
6399,Staphylococcal immunoglobulin (human),,6/13/2001,reduction (prevention) of nosocomial bacteremia caused by staphylococci in very low birth weight infants.,Designated/Designation Withdrawn or Revoked,,Not FDA Approved for Orphan Indication,,,,,"Inhibitex, Inc.",8995 Westside Parkway,Suite 150,Alpharetta,Georgia,' 30004 ' ,United States,144501,,,
6400,Staphylococcus aureus Immune Globulin (Human),,1/29/2004,prophylaxis against staphylococcus aureus infections in low birth weight neonates,Designated,,Not FDA Approved for Orphan Indication,,,,,Biotest Pharmaceuticals Corporation,"5800 Park of Commerce Blvd, NW",,Boca Raton,Florida,' 33487 ' ,United States,178703,,,
6401,Stem and progenitor cells derived from ex vivo expanded allogeneic umbilical cord blood,,3/4/2005,for use as hematopoietic support in patients with relapsed or refractory hematologic malignancies who are receiving high-dose therapy,Designated/Designation Withdrawn or Revoked,12/9/2014,Not FDA Approved for Orphan Indication,,,,,Gamida Cell Ltd - Teva Joint Venture,"5, Nahum Hafzadi St.",P. O. Box 34670,Jerusalem,,' ' ,Israel,195204,,,
6402,stem/progenitor cells derived from ex vivo expanded allogeneic umbilical cord blood cells,,4/28/2014,for the treatment of acute myeloid leukemia,Designated/Designation Withdrawn or Revoked,10/10/2018,Not FDA Approved for Orphan Indication,,,,,Gamida Cell Ltd,PO Box 34670,,Jerusalem,,' ' ,Israel,426814,acute myeloid leukemia,"""gard:0012757""",
6403,stem/progenitor cells derived from ex vivo expanded allogeneic umbilical cord blood cells,,11/13/2014,treatment of hodgkin lymphoma.,Designated/Designation Withdrawn or Revoked,10/10/2018,Not FDA Approved for Orphan Indication,,,,,Gamida Cell Ltd.,P. O. Box 34670,,Jerusalem,,' ' ,Israel,454514,lymphoma,"""gard:0020548""",
6404,stem/progenitor cells derived from ex vivo expanded allogeneic umbilical cord blood cells,,11/13/2014,treatment of myelodysplastic syndrome.,Designated/Designation Withdrawn or Revoked,10/10/2018,Not FDA Approved for Orphan Indication,,,,,Gamida Cell Ltd.,P. O. Box 34670,,Jerusalem,,' ' ,Israel,455314,myelodysplastic syndrome,"""gard:0007132""",
6405,stem/progenitor cells derived from ex vivo expanded allogeneic umbilical cord blood cells,,11/13/2014,treatment of acute lymphoblastic leukemia.,Designated/Designation Withdrawn or Revoked,10/10/2018,Not FDA Approved for Orphan Indication,,,,,Gamida Cell Ltd.,P. O. Box 34670,,Jerusalem,,' ' ,Israel,454414,acute lymphoblastic leukemia,"""gard:0000522""",
6406,stemchymal,,12/16/2015,treatment of polyqlutamine spinocerebellar ataxia,Designated,,Not FDA Approved for Orphan Indication,,,,,"Steminent Biotherapeutics, Inc.",No. 16 Wenhu Street,Neihu Dist.,Taipei City,,' ' ,Taiwan,498615,,,
6407,"Sterile Bicarbonate Infusate, Hemofiltration, Hemodiafiltration, and Hemopdialysis Solution",,5/29/2009,for use as a replacement solution in adults and children during continous renal replacement therapy,Designated,,Not FDA Approved for Orphan Indication,,,,,"Nikkiso America, Inc.",5910 Pacific Center Blvd,Suite 110,San Diego,California,' 92121 ' ,United States,276609,,,
6408,Sterile talc,Steritalc,12/8/1997,treatment of pneumothorax,Designated/Approved,,,Steritalc is indicated in adults to decrease the recurrence of pneumothorax.,5/1/2017,5/1/2024,To decrease the recurrence of pneumothorax in adults.,Novatech SA,Z.I. Athelia III,,La Ciotat,CEDEX,' ' ,France,109297,,,
6409,Sterile talc,Steritalc,12/8/1997,treatment of malignant pleural effusion,Designated/Approved,,,To decrease the recurrence of malignant pleural effusions in symptomatic patients following maximal drainage of the pleural effusion.,5/1/2017,5/1/2024,To decrease the recurrence of malignant pleural effusions in symptomatic patients following maximal drainage of the pleural effusion.,Novatech SA,Z.I. Athelia III,,La Ciotat,CEDEX,' ' ,France,106797,,,
6410,Sterile talc powder,Sclerosol Intrapleural Aerosol,9/18/1995,treatment of malignant pleural effusion.,Designated/Approved,,,Prevention of recurrence of malignant pleural effusions in symptomatic patients.,12/24/1997,12/24/2004,,"Sciarra Laboratories, Inc.",485-09 South Broadway,,Hicksville,New York,' 11801 ' ,United States,91595,,,
6411,Stiripentol,,2/22/2021,treatment of primary hyperoxaluria,Designated,,Not FDA Approved for Orphan Indication,,,,,Biocodex,7 avenue Gallieni,,Gentilly,Gentilly,' 94250 ' ,France,800820,primary hyperoxaluria,"""gard:0016530""",
6412,stiripentol,Diacomit,10/30/2008,treatment of dravet syndrome,Designated/Approved,,,Treatment of seizures associated with Dravet syndrome (DS) in patients taking clobazam who are 6 months of age and older and weighing 7 kg or more,7/14/2022,7/14/2029,Treatment of seizures associated with Dravet syndrome (DS) in patients taking clobazam who are 6 months to less than 2 years of age and weighing 7 kg or more,Biocodex,"7, avenue Gallieni",94250,Gentilly,,' ' ,France,266108,dravet syndrome,"""gard:0010430""",
6413,stiripentol,Diacomit,10/30/2008,treatment of dravet syndrome,Designated/Approved,,,DIACOMIT is indicated for the treatment of seizures associated with Dravet syndrome (DS) in patients 2 years of age and older taking clobazam.,8/20/2018,8/20/2025,DIACOMIT is indicated for the treatment of seizures associated with Dravet syndrome (DS) in patients 2 years of age and older taking clobazam.,Biocodex,"7, avenue Gallieni",94250,Gentilly,,' ' ,France,266108,dravet syndrome,"""gard:0010430""",
6414,substituted benzaldehyde that binds to the oxy-conformation of Hb between amino terminal residues of the alpha-subunits,,10/23/1987,treatment of sickle cell disease.,Designated/Designation Withdrawn or Revoked,,Not FDA Approved for Orphan Indication,,,,,Burroughs Wellcome Company,3030 Cornwallis Road,,Research Triangle Pk,North Carolina,' 27709 ' ,United States,22087,,,
6415,Substituted imidazopyridine amide,,12/22/2015,treatment of active tuberculosis (tb).,Designated,,Not FDA Approved for Orphan Indication,,,,,"The Global Alliance for TB Drug Development, Inc.","80 Pine Street, 20th Floor",,New York,New York,' 10005 ' ,United States,499015,tuberculosis,"""gard:0007827""",
6416,"Subunit protein vaccine of recombinantly expressed Marburg Marburgvirus glycoprotein (MARV GP, MarVax)",,4/8/2024,prevention (which includes post-exposure prophylaxis) against marburg marburgvirus infection,Designated,,Not FDA Approved for Orphan Indication,,,,,"Soligenix, Inc.","29 Emmons Drive, Suite B-10",,Princeton,New Jersey,' 08054 ' ,United States,977423,,,
6417,subunit protein vaccine of recombinantly expressed Sudan Ebola virus glycoprotein,,4/8/2024,prevention (which includes post-exposure prophylaxis) against sudan ebola virus (sudv) infection,Designated,,Not FDA Approved for Orphan Indication,,,,,"Soligenix, Inc.","29 Emmons Drive, Suite B-10",,Princeton,New Jersey,' 08054 ' ,United States,976823,,,
6418,Succimer,,3/22/1991,treatment of mercury intoxication.,Designated,,Not FDA Approved for Orphan Indication,,,,,"Sanofi Winthrop, Inc.",90 Park Avenue,,New York,New York,' 10016 ' ,United States,50890,,,
6419,Succimer,Chemet capsules,5/9/1984,treatment of lead poisoning in children.,Designated/Approved,,,,1/30/1991,1/30/1998,,Bock Pharmacal Company,P.O. Box 419056,,Saint Louis,Missouri,' 63141 ' ,United States,1984,lead poisoning,"""gard:0021503""",
6420,Succimer,,11/5/1990,prevention of cystine kidney stone formation in patients with homozygous cystinuria who are prone to stone development.,Designated,,Not FDA Approved for Orphan Indication,,,,,"Sanofi Winthrop, Inc.",90 Park Avenue,,New York,New York,' 10016 ' ,United States,50790,cystinuria,"""gard:0006237""",
6421,Sucralfate,,7/15/1993,treatment of oral mucositis and stomatitis following radiation therapy for head and neck cancer.,Designated/Designation Withdrawn or Revoked,,Not FDA Approved for Orphan Indication,,,,,"Fuisz Technologies, Ltd.",14555 Avion at Lakeside,,Chantilly,Virginia,' 20151 ' ,United States,73893,,,
6422,Sucralfate suspension,,3/12/1990,treatment of oral complications of chemotherapy in bone marrow transplant patients.,Designated,,Not FDA Approved for Orphan Indication,,,,,"Darby Pharmaceuticals, Inc.",100 Banks Avenue,,Rockville Centre,New York,' 11570 ' ,United States,41089,,,
6423,Sucralfate suspension,,3/4/1991,treatment of oral ulcerations and dysphagia in patients with epidermolysis bullosa.,Designated,,Not FDA Approved for Orphan Indication,,,,,"Darby Pharmaceuticals, Inc.",100 Banks Avenue,,Rockville Centre,New York,' 11570 ' ,United States,47090,,,
6424,sugemalimab,,10/8/2020,treatment of t-cell lymphoma,Designated,,Not FDA Approved for Orphan Indication,,,,,"CStone Pharmaceuticals (Suzhou) Co., Ltd.","399 West Haiyang Road, New Bund Times Square, 21/F",,Shanghai,,' 200126 ' ,China,772220,lymphoma,"""gard:0020548""",
6425,Sulfadiazine,,3/14/1994,for use in combination with pyrimethamine for the treatment of toxoplasma gondii encephalitis in patients with and without aids,Designated/Approved,,,"Toxoplasmosis, as adjunctive with pyrimethamine",7/29/1994,7/29/2001,,"Eon Labs Manufacturing, Inc.",227-15 North Conduit Avenue,,Laurelton,New York,' 11413 ' ,United States,78093,encephalitis,"""gard:0019357""",
6426,sulfamidase,,5/22/2008,for treatment of sanfilippo syndrome (mps iiia),Designated/Designation Withdrawn or Revoked,10/17/2022,Not FDA Approved for Orphan Indication,,,,,"Shire Human Genetic Therapies, Inc.",300 Shire Way,,Lexington,Massachusetts,' 02421 ' ,United States,258408,,,
