d.gard_id,d.name,d.synonyms
GARD:0010986,Granulomatous slack skin disease,[Granulomatous slack skin]
GARD:0010987,Cauda equina syndrome,null
GARD:0010988,JMP syndrome,[Joint contractures - muscle atrophy - microcytic anemia - panniculitis-induced lipodystrophy]
GARD:0010989,"Mandibular hypoplasia, deafness, progeroid features, and lipodystrophy syndrome","[Mandibular hypoplasia, deafness, progeroid features,Mandibular hypoplasia-deafness-progeroid syndrome,Mandibular hypoplasia-hearing loss-progeroid syndrome,MDPL syndrome,MDP syndrome,Mandibular hypoplasia-deafness-progeroid features-lipodystrophy syndrome]"
GARD:0010990,Chromosome 15q25.2 microdeletion,"[15q25.2 deletion,15q25.2 deletion syndrome]"
GARD:0010991,19p13.12 microdeletion syndrome,"[Chromosome19p13.12 microdeletion,Del(19)(p13.12),Monosomy 19p13.12]"
GARD:0010992,Autosomal recessive spastic ataxia 4,"[SPAX4,Spastic ataxia 4, autosomal recessive,Autosomal recessive spastic ataxia - optic atrophy - dysarthria,Autosomal recessive spastic ataxia type 4,Autosomal recessive spastic ataxia-optic atrophy-dysarthria syndrome]"
GARD:0010993,Superior semicircular canal dehiscence syndrome,"[SCDS,Superior canal dehiscence syndrome]"
GARD:0010994,Genitopatellar syndrome,"[Absent patellae, scrotal hypoplasia, renal anomalies, facial dysmorphism, and mental retardation,GTPTS,Absent patellae-scrotal hypoplasia-renal anomalies-facial dysmorphism-intellectual disability syndrome]"
GARD:0010995,"Postnatal progressive microcephaly, seizures, and brain atrophy",[Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly]
GARD:0010996,Chromosome 17p13.1 deletion syndrome,"[17p13.1 deletion syndrome,Distal 17p13.1 microdeletion syndrome,Distal Del(17)(p13.1)]"
GARD:0010997,Loeys-Dietz syndrome type 3,"[LDS3,Aneurysms-osteoarthritis syndrome,Loeys-Dietz syndrome with osteoarthritis,Loeys-Dietz syndrome, type 3,Loeys-Dietz syndrome, type 1c (formerly),Aneurysm - osteoarthritis syndrome,Aneurysm-osteoarthritis syndrome]"
GARD:0010998,2q23.1 microdeletion syndrome,"[Del(2)(q23.1),Monosomy 2q23.1,Pseudo-Angelman syndrome,Chromosome 2q23.1 microdeletion syndrome]"
GARD:0010999,Spastic paraplegia 51,"[SPG51,Autosomal recessive spastic paraplegia 51,Spastic paraplegia 51, autosomal recessive,Cerebral palsy, spastic quadriplegic, 4 (formerly),CPSQ4 (formerly),AP4 deficiency syndrome,Severe intellectual disability and progressive spastic paraplegia]"
GARD:0011000,Megaloblastic anemia due to dihydrofolate reductase deficiency,"[DHFR deficiency,Constitutional megaloblastic anemia with severe neurologic disease,Dihydrofolate reductase deficiency]"
GARD:0011002,Chromosome Xq deletion,"[Monosomy Xq,Xq deletion,Xq monosomy,Partial monosomy Xq]"
GARD:0011003,Karyomegalic interstitial nephritis,[KIN]
GARD:0011004,Linear and whorled nevoid hypermelanosis,"[LWNH,Nevoid hypermelanosis, linear and whorled,Linear and whorled hypermelanosis,Zosteriform lentiginous nevus,Zebra-like hyperpigmentation,Zosteriform hyperpigmentation,Reticulate hyperpigmentation of Iijima]"
GARD:0011005,Febrile infection-related epilepsy syndrome,"[FIRES,Acute encephalitis with refractory repetitive partial seizures,AERRPS,Acute non-herpetic encephalitis with severe refractory status epilepticus,Devastating epileptic encephalopathy in school-aged children,DESC syndrome,Fever-induced refractory epileptic encephalopathy in school-aged children,Idiopathic catastrophic epileptic encephalopathy,Severe refractory status epilepticus owing to presumed encephalitis,Status epilepticus owing to presumed encephalitis,Febrile infection-related epilepsy syndrome]"
GARD:0011006,Painful orbital and systemic neurofibromas-marfanoid habitus syndrome,"[Multiple orbital neurofibromas, painful peripheral nerve tumors, distinctive face and marfanoid habitus]"
GARD:0011007,Onychocytic matricoma,[Acanthoma of the nail matrix]
GARD:0011008,Nestor-guillermo progeria syndrome,"[NGPS,Progeria syndrome, childhood-onset, with osteolysis,PSCOO]"
GARD:0011009,"Chondrodysplasia with joint dislocations, GPAPP type",[GPAPP deficiency]
GARD:0011010,Hereditary sensorimotor neuropathy with hyperelastic skin,null
GARD:0011011,Multifocal motor neuropathy,"[Multifocal motor neuropathy with conduction block,MMN,MMNCB]"
GARD:0011012,Myelodysplastic syndrome with single lineage dysplasia,"[RCUD,Refractory cytopenia with unilineage dysplasia,MDS-SLD]"
GARD:0011855,Ameloblastic carcinoma,[Ameloblastic carcinoma]
GARD:0011890,Peroxisome biogenesis disorder-Zellweger syndrome spectrum,"[Zellweger syndrome spectrum,Peroxisomal biogenesis disorders, Zellweger syndrome spectrum,PBD, ZSS,Zellweger spectrum disorders,PBD-Zellweger spectrum disorder,Zellweger spectrum,PBD-ZSD,PBD-ZSS,Peroxisome biogenesis disorder,Peroxisome biogenesis disorder spectrum]"
GARD:0011891,Propriospinal myoclonus,null
GARD:0011892,Cobb syndrome,"[Cutaneomeningospinal angiomatosis,Spinal arteriovenous metameric syndrome]"
GARD:0011893,Mandibuloacral dysplasia,[MAD]
GARD:0011894,Pulmonary alveolar microlithiasis,null
GARD:0011895,Pellucid marginal degeneration,null
GARD:0011896,PDGFRB-associated chronic eosinophilic leukemia,[Atypical Philadelphia-negative chronic myeloid leukemia]
GARD:0011897,Cone dystrophy,null
GARD:0011898,Linear lichen planus,"[Blaschkoid LP,Blaschkoid lichen planus,Linear LP,LLP]"
GARD:0011899,Neurodegeneration with brain iron accumulation,[NBIA]
GARD:0011900,Brittle diabetes,"[Labile diabetes,Brittle diabetes mellitus,Brittle type 1 diabetes]"
GARD:0011901,Juvenile amyotrophic lateral sclerosis,"[Amyotrophic lateral sclerosis, juvenile,JALS,Juvenile Charcot disease,Juvenile Lou Gehrig disease]"
GARD:0011902,Congenital myasthenic syndromes,"[CMS,Congenital Myasthenia,Congenital myasthenic syndrome]"
GARD:0011903,Specific antibody deficiency,"[Immunodeficiency due to selective anti-polysaccharide antibody deficiency,Impaired polysaccharide responsiveness,Selective antibody deficiency with normal immunoglobulins,Partial antibody deficiency]"
GARD:0011904,Capillary malformation-arteriovenous malformation syndrome,"[CM-AVM syndrome,CMAVM]"
GARD:0011906,Cylindrical spirals myopathy,[Myotonic myopathy with cylindrical spirals]
GARD:0011907,Acute panmyelosis with myelofibrosis,"[Acute myelofibrosis,Acute myelosclerosis,Acute myelodysplasia with myelofibrosis]"
GARD:0011908,Dirofilariasis,null
GARD:0011909,Engraftment syndrome,null
GARD:0011910,Atypical Werner syndrome,[Atypical progeroid syndrome]
GARD:0011911,Deafness-infertility syndrome,[Sensorineural deafness and male infertility]
GARD:0011912,Gliomatosis peritonei,null
GARD:0011915,Cap myopathy,"[Cap disease,Congenital myopathy with caps]"
GARD:0011917,Autoimmune autonomic ganglionopathy,[Autoimmune Autonomic Neuropathy]
GARD:0011918,Autosomal dominant nocturnal frontal lobe epilepsy,"[ADNFLE,Epilepsy, nocturnal frontal lobe, 1,ENFL1,Autosomal dominant sleep-related hypermotor epilepsy]"
GARD:0011922,Koro,"[Koro syndrome,Suo yang,Genital retraction syndrome]"
GARD:0011923,Small cell carcinoma of the bladder,"[Small cell bladder cancer,Small cell bladder carcinoma,Small cell carcinoma of the urinary bladder,Poorly differentiated neuroendocrine carcinoma of the bladder,SCCB]"
GARD:0011924,Carcinoma showing thymus-like differentiation,[CASTLE]
GARD:0011925,X-linked myotubular myopathy,"[X-linked centronuclear myopathy,XLCNM,XLMTM]"
GARD:0011927,Hereditary sensory and autonomic neuropathy type 1E,"[Hereditary sensory neuropathy with hearing loss and dementia,Hereditary sensory neuropathy type IE,DNMT1-Related Dementia, Deafness, and Sensory Neuropathy,HSNIE,HSAN1E,Hereditary sensory neuropathy-deafness-dementia syndrome,Hereditary sensory neuropathy-sensorineural hearing loss-dementia syndrome,HSN1E]"
GARD:0011928,Juvenile-onset small-fiber polyneuropathy,[JOSeFINE]
GARD:0011943,Simultanagnosia,null
GARD:0011962,Familial partial lipodystrophy,[FPLD]
GARD:0011967,Pitt-Hopkins-like syndrome,null
GARD:0011968,Lactobezoar,null
GARD:0011969,Clostridium septicum infection,[Cl. septicum infection]
GARD:0011970,Clostridium perfringens infection,[C. perfringens infection]
GARD:0011971,Renal nutcracker syndrome,"[Nutcracker syndrome,Left renal vein entrapment syndrome,RNS]"
GARD:0011972,Dominant optic atrophy,"[Autosomal dominant optic atrophy,DOA,ADOA]"
GARD:0011973,Angioimmunoblastic T-cell lymphoma,"[AITL,Immunoblastic lymphadenopathy,Lymphogranulomatosis X,T-cell lymphoma, AILD type]"
GARD:0011974,3q29 microdeletion syndrome,"[Chromosome 3q29 microdeletion syndrome,3q subtelomere deletion syndrome,3q29 deletion,Monosomy 3q29,3q29 deletion syndrome,3qter deletion,Del(3)(q29),Monosomy 3qter]"
GARD:0011975,15q13.3 microduplication syndrome,"[15q13.3 microduplication,Chromosome 15q13.3 duplication syndrome,Chromosome 15q13.3 microduplication syndrome,Microduplication 15q13.3 syndrome]"
GARD:0011976,Cystic adventitial disease,null
GARD:0011977,Prosthetic joint infection,"[PJI,Knee replacement infection,Artificial joint infection,Joint replacement infection]"
GARD:0011978,Sclerosing mucoepidermoid carcinoma with eosinophilia,[SMECE]
GARD:0011979,Autoimmune encephalitis,null
GARD:0011980,Hypomyelination and congenital cataract,"[Leukodystrophy, hypomyelinating, 5,HLD5,Hypomyelination - congenital cataract]"
GARD:0011982,Membranoproliferative glomerulonephritis,"[Primary membranoproliferative glomerulonephritis,MPGN,Mesangiocapillary glomerulonephritis]"
GARD:0011983,PASLI disease,"[APDS,p110 delta-activating mutation causing senescent T cells, lymphadenopathy, and immunodeficiency,Activated PI3K-delta syndrome]"
GARD:0011984,Hereditary paraganglioma-pheochromocytoma,"[Hereditary pheochromocytoma-paraganglioma,Familial pheochromocytoma-paraganglioma,SDHx-related paraganglioma-pheochromocytoma]"
GARD:0011985,"48,XYYY",null
GARD:0011989,Pythiosis,"[Human pythiosis,Pythium insidiosum infection]"
GARD:0011992,Adult-onset immunodeficiency with anti-interferon-gamma autoantibodies,"[Acquired adult-onset immunodeficiency,Anti-IFN-gamma autoantibody syndrome,Adult-Onset Immunodeficiency with Acquired Anti-Interferon-Gamma Autoantibodies,Adult-onset immunodeficiency due to anti-interferon-gamma autoantibody,Adult onset immunodeficiency syndrome]"
GARD:0012003,Mesangioproliferative glomerulopathy,[MesPGN]
GARD:0012008,Congenital tracheal stenosis,"[Tracheobronchial stenosis, congenital]"
GARD:0012010,Biliary atresia,"[Non-syndromic biliary atresia,Isolated atresia of bile ducts,Isolated Biliary atresia]"
GARD:0012011,Autosomal dominant intermediate Charcot-Marie-Tooth disease type E,"[CMTDIE,Charcot-Marie-Tooth disease - nephropathy,Charcot-Marie-Tooth disease, Dominant Intermediate E,Charcot-Marie-Tooth neuropathy with focal segmental glomerulonephritis]"
GARD:0012015,Lipoblastoma,null
GARD:0012016,Primary melanoma of the central nervous system,"[Primary CNS melanoma,Primary melanoma of the CNS,Primary meningeal melanoma]"
GARD:0012017,Pineal germ cell tumor,"[Pineal Cell Tumour,Pineal Cell Tumor,Pineal region germinoma]"
GARD:0012027,Papillary thyroid carcinoma,"[Familial nonmedullary thyroid cancer, papillary,Nonmedullary thyroid carcinoma, papillary]"
GARD:0012032,Isolated levocardia,"[Situs inversus with levocardia,Isolated levocardia with situs inversus]"
GARD:0012033,Nemaline myopathy,"[Nemaline body disease,Nemaline rod disease,Rod body disease,Rod-body myopathy,Rod myopathy,Congenital rod disease,Nemaline rod myopathy,NM]"
GARD:0012034,Autoimmune retinopathy,null
GARD:0012035,Airway-centered interstitial fibrosis,"[Airway-centered idiopathic interstitial pneumonia,ACIF]"
GARD:0012036,Facial onset sensory and motor neuronopathy,"[Facial onset sensorimotor neuronopathy syndrome,FOSMN syndrome,Facial onset sensory and motor neuronopathy syndrome]"
GARD:0012041,Melanoma-associated retinopathy,null
GARD:0012047,Extracranial arteriovenous malformation,"[Extracranial AVM,Head and neck arteriovenous malformation,Head and neck AVM]"
GARD:0012048,Immunotactoid glomerulopathy,[Immunotactoid glomerulonephritis]
GARD:0012058,Misophonia,[Selective sound sensitivity syndrome]
GARD:0012059,GM3 synthase deficiency,"[Infantile-onset symptomatic epilepsy syndrome - developmental stagnation - blindness,Epilepsy syndrome, infantile-onset symptomatic,Amish infantile epilepsy syndrome,ST3GAL5-CDG,Salt and pepper syndrome]"
GARD:0012062,Visual snow syndrome,[Visual snow]
GARD:0012063,Autoimmune gastrointestinal dysmotility,[AGID]
GARD:0012074,Oculo-auriculo-vertebral spectrum,"[OAVD,Oculo-Auriculo-Vertebral Dysplasia]"
GARD:0012075,Nevus mucinosis,[Mucinous nevus]
GARD:0012076,7q11.23 duplication syndrome,"[Williams-Beuren region duplication syndrome,WBS duplication syndrome,Chromosome 7q11.23 duplication syndrome,Somerville-Van Der AA syndrome,Dup(7)(q11.23),Trisomy 7q11.23,7q11.23 microduplication syndrome]"
GARD:0012078,Hypoganglionosis,[Intestinal hypoganglionosis]
GARD:0012085,Microphthalmia,"[Clinical anophthalmia,Primitive anophthalmia,Isolated anophthalmia - microphthalmia,Isolated pure microphthalmia,Isolated anophthalmia-microphthalmia syndrome,MAC spectrum,Microphthalmia-anophthalmia-coloboma spectrum,Isolated microphthalmia-anophthalmia-coloboma]"
GARD:0012088,Hemoglobin SE disease,"[HbSE disease,Sickle cell - hemoglobin E disease,Sickle cell-hemoglobin E disease syndrome]"
GARD:0012089,Hemihypertrophy,[Hemihyperplasia]
GARD:0012097,Lysosomal acid lipase deficiency,"[LAL deficiency,LIPA deficiency]"
GARD:0012099,Cholesteryl ester storage disease,"[CESD,Cholesterol ester hydrolase deficiency,Cholesterol ester storage disease]"
GARD:0012107,Autosomal dominant non-syndromic intellectual disability,null
GARD:0012109,Trichothiodystrophy ,null
GARD:0012113,Trochleitis,[trochleodynia]
GARD:0012117,Autosomal recessive primary microcephaly,"[Microcephalia vera,Microcephaly vera,True microcephaly,MCPH]"
GARD:0012123,Phocomelia,null
GARD:0012124,Macrophage activation syndrome,null
GARD:0012125,Plasmablastic lymphoma,null
GARD:0012128,Methylmalonic acidemia with homocystinuria type cblC,"[Methylmalonic acidemia and homocystinuria cblc,Cobalamin C disease,cblC,Methylmalonic aciduria and homocystinuria cblc,Methylmalonic aciduria and homocystinuria, cblC type]"
GARD:0012130,Eosinophilic mastitis,null
GARD:0012133,Nodding syndrome,[Nodding disease]
GARD:0012136,C1q nephropathy,null
GARD:0012138,Apocrine carcinoma,null
GARD:0012141,May-Thurner syndrome,"[Iliocaval compression syndrome,Cockett syndrome,Iliac vein compression syndrome,May Thurner syndrome]"
GARD:0012144,GTPCH1-deficient DRD,"[DYT-GCH1,Dopa-responsive dystonia autosomal dominant Segawa syndrome,DOPA-responsive dystonia, with or without hyperphenylalaninemia,GTP cyclohydrolase 1-deficient dopa-responsive dystonia,GTPCH1-deficient dopa-responsive dystonia,DYT/PARK-GCH1]"
GARD:0012149,Alien hand syndrome,null
GARD:0012151,Crusted scabies,"[Norwegian scabies,Seven year itch]"
GARD:0012155,Renal hypomagnesemia-6,null
GARD:0012162,Reducing body myopathy,null
GARD:0012163,Brain-lung-thyroid syndrome,"[Choreoathetosis and congenital hypothyroidism with or without pulmonary dysfunction,Choreoathetosis-hypothyroidism-neonatal respiratory distress,CAHTP,BLT syndrome,Choreoathetosis-hypothyroidism-neonatal respiratory distress syndrome]"
GARD:0012166,5q14.3 microdeletion syndrome ,"[Chromosome 5q14.3 deletion syndrome,Monosomy 5q14.3,Del(5)(q14.3),Mental retardation, autosomal dominant 20,5q14.3 deletion syndrome,Autosomal dominant intellectual disability 20]"
GARD:0012173,CDKL5 deficiency disorder,"[CDKL5,CDKL5 disorder,Early infantile epileptic encephalopathy-2,X-linked dominant infantile spasm syndrome-2,CDKL5-related disorder,CDKL5 deficiency]"
GARD:0012174,Spondylocostal dysostosis,"[Costovertebral dysplasia,SCDO]"
GARD:0012182,PIK3CA-related overgrowth spectrum,[PIK3CA-associated segmental overgrowth]
GARD:0012185,Benign recurrent intrahepatic cholestasis,"[BRIC,Summerskill-Walshe-Tygstrup syndrome]"
GARD:0012199,"Early-onset myopathy, areflexia, respiratory distress and dysphagia","[EMARDD,Myopathy, areflexia, respiratory distress, and dysphagia, early-onset]"
GARD:0012219,15q24 microdeletion syndrome,"[Del(15)(q24),Monosomy 15q24]"
GARD:0012232,Spinocerebellar ataxia autosomal recessive 7,"[SCAR7,Childhood onset autosomal recessive slowly progressive spinocerebellar ataxia]"
GARD:0012233,MED23,"[Intellectual disability, autosomal recessive 18,Autosomal recessive nonsyndromic mental retardation-18]"
GARD:0012234,Spinocerebellar ataxia autosomal recessive 8,"[ARCA1,SCAR8,autosomal recessive spinocerebellar ataxia 8,Recessive ataxia of Beauce,SYNE1-related autosomal recessive cerebellar ataxia,Autosomal recessive ataxia Beauce type]"
GARD:0012241,Familial lipoprotein lipase deficiency,"[Lipoprotein lipase deficiency,Type I hyperlipoproteinemia,Familial hyperchylomicronemia,Familial LPL deficiency,Burger-Grutz syndrome,Endogenous hypertriglyceridaemia,Familial fat-induced hypertriglyceridemia,Lipase D deficiency,LIPD deficiency,Lipoprotein lipase deficiency, familial,LPL deficiency]"
GARD:0012244,New-onset refractory status epilepticus,"[New onset refractory status epilepticus,De novo cryptogenic refractory multifocal febrile status epilepticus,NORSE]"
GARD:0012251,Isolated ectopia lentis,"[Ectopia lentis syndrome,Familial ectopia lentis]"
GARD:0012257,T-cell/histiocyte rich large B cell lymphoma,null
GARD:0012263,Proliferative verrucous leukoplakia,null
GARD:0012266,"Blepharophimosis, ptosis, and epicanthus inversus syndrome",null
GARD:0012267,Congenital insensitivity to pain,"[Channelopathy-associated congenital insensitivity to pain,Channelopathy-associated CIP]"
GARD:0012278,Gastroparesis,[Delayed gastric emptying]
GARD:0012279,Malignant ectomesenchymoma ,[Ectomesenchymoma]
GARD:0012280,Central congenital hypothyroidism,[Secondary hypothyroidism]
GARD:0012281,CAID syndrome,"[Chronic atrial intestinal dysrhythmia syndrome,Cohesinopathy affecting heart and gut rhythm,Chronic atrial and intestinal dysrhythmia]"
GARD:0012285,Ovarian sex cord tumor with annular tubules,[Ovarian sex cord-stromal tumor]
