Display Name,UNII,Status,Record Protection Status,Expr1004,Generic Name,Date Designated,Orphan Designation,Orphan Designation Status,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,Exclusivity Protected Indication * (Shown for approvals from Jan,Sponsor Company,Sponsor Address 1,Sponsor Address 2,Sponsor City,Sponsor State,Sponsor Zip,Sponsor Country,CF Grid Key
BRENTUXIMAB VEDOTIN,7XL5ISS668,Designated,Public record,4217,Brentuximab vedotin,2/6/2017,Treatment of cutaneous T-cell lymphoma,Designated,Not FDA Approved for Orphan Indication,,,,,Seagen Inc.,21823 30th Drive Southeast,,Bothell,Washington,98021,United States,550916
Dordaviprone,9U35A31JAI,Designated,Public record,4218,"7-benzyl-4-(2-methylbenzyl)-1,2,6,7,8,9-hexahydroimidazo[1,2-a]pyrido[3,4-e]pyrimidin-5(4H)-one-2HCL",2/7/2017,Treatment of mantle cell lymphoma (MCL),Designated,Not FDA Approved for Orphan Indication,,,,,"Chimerix, Inc.","2505 Meridian Parkway, Suite 100",,Durham,North Carolina,27713,United States,553316
BOMEDEMSTAT TOSYLATE,2PYF2U9JNF,Designated,Public record,4219,bomedemstat,2/7/2017,Treatment of acute myeloid leukemia (AML),Designated,Not FDA Approved for Orphan Indication,,,,,"Merck & Co., Inc.","126 E. Lincoln Avenue, PO Box 2000",RY34B-332,Rahway,New Jersey,,United States,553716
COPANLISIB,WI6V529FZ9,Designated,Public record,4220,copanlisib,2/7/2017,Treatment of splenic marginal zone lymphoma,Designated,Not FDA Approved for Orphan Indication,,,,,"Bayer HealthCare Pharmaceuticals, Inc.",100 Bayer Boulevard,P. O. Box 915,Hanover,New Jersey,7981,United States,552616
COPANLISIB,WI6V529FZ9,Designated,Public record,4221,copanlisib,2/7/2017,Treatment of nodal marginal zone lymphoma,Designated,Not FDA Approved for Orphan Indication,,,,,"Bayer HealthCare Pharmaceuticals, Inc.",100 Bayer Boulevard,P. O. Box 915,Hanover,New Jersey,7981,United States,552516
COPANLISIB,WI6V529FZ9,Designated,Public record,4222,copanlisib,2/7/2017,Treatment of extranodal marginal zone lymphoma,Designated,Not FDA Approved for Orphan Indication,,,,,"Bayer HealthCare Pharmaceuticals, Inc.",100 Bayer Boulevard,P. O. Box 915,Hanover,New Jersey,7981,United States,552416
ATEZOLIZUMAB,52CMI0WC3Y,Designated,Public record,4224,Atezolizumab,2/13/2017,"Treatment of patients with stage IIb, IIc, III, and IV melanoma",Designated,Not FDA Approved for Orphan Indication,,,,,"Genentech, Inc.",1 DNA Way,MS 35-5E,South San Francisco,California,94080,United States,574817
ATEZOLIZUMAB,52CMI0WC3Y,Designated,Public record,4225,atezolizumab,2/13/2017,"Treatment of Stage llb, llc, lll and IV melanoma",Designated/Approved,,indicated in combination with cobimetinib and vemurafenib for the treatment of patients with BRAF V600 mutation-positive unresectable or metastatic melanoma,7/30/2020,7/30/2027,indicated in combination with cobimetinib and vemurafenib for the treatment of patients with BRAF V600 mutation-positive unresectable or metastatic melanoma,"Genentech, Inc.",1 DNA Way,MS 35-5E,South San Francisco,California,94080,United States,550616
MILADEMETAN TOSYLATE MONOHYDRATE,4Y0K58UFU2,Designated,Public record,4226,milademetan,2/13/2017,Treatment of liposarcoma,Designated,Not FDA Approved for Orphan Indication,,,,,Rain Oncology Inc.,"8000 Jarvis Rd., Suite 204",,Newark,California,94560,United States,555416
SIROLIMUS,W36ZG6FT64,Designated,Public record,4227,sirolimus,2/13/2017,Treatment of tuberous sclerosis complex-related facial angiofibromas,Designated,Not FDA Approved for Orphan Indication,,,,,"Aucta Pharmaceuticals, Inc.",675 US Highway One,,North Brunswick,New Jersey,8902,United States,555516
MIVAVOTINIB CITRATE,6ZJ8V3Q0H1,Designated,Public record,4228,"6-{[(1R,2S)-2-aminocyclohexyl]amino}-7-fluoro-4-(1-methyl-1H-pyrazol-4-yl)-1,2-dihydro-3H-pyrrolo[3,4-c]pyridine-3-one monocitrate",2/14/2017,Treatment of diffuse large B-cell lymphoma,Designated,Not FDA Approved for Orphan Indication,,,,,"Takeda Development Center Americas, Inc.",95 Hayden Avenue,,Lexington,Massachusetts,2421,United States,556916
DEXTROMETHORPHAN HYDROBROMIDE,9D2RTI9KYH,Designated,Public record,4229,dextromethorphan hydrobromide/quinidine sulfate,2/14/2017,Treatment of amyotrophic lateral sclerosis (ALS),Designated,Not FDA Approved for Orphan Indication,,,,,Avanir Pharmaceuticals,30 Enterprise,Suite 400,Aliso Viejo,California,92656,United States,556716
QUINIDINE SULFATE,J13S2394HE,Designated,Public record,4229,dextromethorphan hydrobromide/quinidine sulfate,2/14/2017,Treatment of amyotrophic lateral sclerosis (ALS),Designated,Not FDA Approved for Orphan Indication,,,,,Avanir Pharmaceuticals,30 Enterprise,Suite 400,Aliso Viejo,California,92656,United States,556716
DOXORUBICIN,80168379AG,Designated,Public record,4230,EnGeneIC delivery vehicles loaded with doxorubicin and targeted to tumor with sequences from Vectibix and mouse monoclonal antibody,2/14/2017,Treatment glioblastoma multiforme,Designated,Not FDA Approved for Orphan Indication,,,,,EnGeneIC Ltd,25 Sirius Road,Building 2,Lane Cove West,New South Wales,,Australia,553116
LAPRETOLIMOD AMMONIUM,A1O9D5VN5D,Designated,Public record,4231,Glucopyranosyl lipid A stable emulsion,2/14/2017,Treatment of follicular lymphoma,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Immune Design Corp.,1616 Eastlake Ave. E,Suite 310,Seattle,Washington,98102,United States,554616
MELATONIN,JL5DK93RCL,Designated,Public record,4232,melatonin,2/14/2017,Treatment of short bowel syndrome,Designated,Not FDA Approved for Orphan Indication,,,,,WORPHMED Srl,"Via Malachia Marchesi de Taddei, 21",,Milan,Lombardy,,Italy,551916
NELFINAVIR,HO3OGH5D7I,Designated,Public record,4233,nelfinavir,2/14/2017,Treatment of multiple myeloma,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Swiss Group for Clinical Cancer Research (SAKK),Effingerstrasse 33,,Bern,Bern,,Switzerland,554316
TETRAHYDROURIDINE,0NIZ8H6OL8,Designated,Public record,4234,"5-aza-2'-dexocytidine combined with 1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-4-hydroxy-1,3-diazinan-2-one",2/16/2017,Treatment of thalassemia,Designated,Not FDA Approved for Orphan Indication,,,,,Novo Nordisk Inc.,800 Scudders Mill Rd.,P.O. Box 846,Plainsboro,New Jersey,8536,United States,555916
DECITABINE,776B62CQ27,Designated,Public record,4234,"5-aza-2'-dexocytidine combined with 1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-4-hydroxy-1,3-diazinan-2-one",2/16/2017,Treatment of thalassemia,Designated,Not FDA Approved for Orphan Indication,,,,,Novo Nordisk Inc.,800 Scudders Mill Rd.,P.O. Box 846,Plainsboro,New Jersey,8536,United States,555916
ABATACEPT,7D0YB67S97,Designated,Public record,4235,abatacept,2/22/2017,Treatment of idiopathic inflammatory myopathy (IIM),Designated,Not FDA Approved for Orphan Indication,,,,,Bristol-Myers Squibb Research & Development,Marketed Products Development - Regulatory Strategy,P.O. Box 5326,Princeton,New Jersey,8543,United States,556216
ABATACEPT,7D0YB67S97,Designated,Public record,4236,Abatacept,2/22/2017,Treatment of giant cell arteritis,Designated,Not FDA Approved for Orphan Indication,,,,,Bristol-Myers Squibb Research & Development,Marketed Products Development - Regulatory Strategy,P.O. Box 5326,Princeton,New Jersey,8543,United States,556316
VELPATASVIR,KCU0C7RS7Z,Designated,Public record,4237,sofosbuvir and velpatasvir,2/22/2017,Treatment of pediatric chronic hepatitis C virus (HCV) infection,Designated/Approved,,"EPCLUSA is indicated for the treatment of adults and pediatric patients 6 years of age and older or weighing at least 17 kg with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5, or 6 infection: without cirrhosis or with compensated cirrhosis; or wi",3/19/2020,3/19/2027,"For the treatment of pediatric patients 6 years of age and older or weighing at least 17 kg with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5, or 6 infection: without cirrhosis or with compensated cirrhosis; or with decompensated cirrhosis for u","Gilead Sciences, Inc.",333 Lakeside Drive,,Foster City,California,94404,United States,554816
SOFOSBUVIR,WJ6CA3ZU8B,Designated,Public record,4237,sofosbuvir and velpatasvir,2/22/2017,Treatment of pediatric chronic hepatitis C virus (HCV) infection,Designated/Approved,,"EPCLUSA is indicated for the treatment of adults and pediatric patients 6 years of age and older or weighing at least 17 kg with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5, or 6 infection: without cirrhosis or with compensated cirrhosis; or wi",3/19/2020,3/19/2027,"For the treatment of pediatric patients 6 years of age and older or weighing at least 17 kg with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5, or 6 infection: without cirrhosis or with compensated cirrhosis; or with decompensated cirrhosis for u","Gilead Sciences, Inc.",333 Lakeside Drive,,Foster City,California,94404,United States,554816
VELPATASVIR,KCU0C7RS7Z,Designated,Public record,4238,sofosbuvir and velpatasvir,2/22/2017,Treatment of pediatric chronic hepatitis C virus (HCV) infection,Designated/Approved,,"treatment of adults and pediatric patients 3 years of age and older with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5, or 6 infection without cirrhosis or with compensated cirrhosis, or with decompensated cirrhosis for use in combination with ri",6/10/2021,6/10/2028,"treatment of pediatric patients 3 years of age to less than 6 years of age weighing less than 17 kg with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5, or 6 infection: without cirrhosis or with compensated cirrhosis; or with decompensated cirrhos","Gilead Sciences, Inc.",333 Lakeside Drive,,Foster City,California,94404,United States,554816
SOFOSBUVIR,WJ6CA3ZU8B,Designated,Public record,4238,sofosbuvir and velpatasvir,2/22/2017,Treatment of pediatric chronic hepatitis C virus (HCV) infection,Designated/Approved,,"treatment of adults and pediatric patients 3 years of age and older with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5, or 6 infection without cirrhosis or with compensated cirrhosis, or with decompensated cirrhosis for use in combination with ri",6/10/2021,6/10/2028,"treatment of pediatric patients 3 years of age to less than 6 years of age weighing less than 17 kg with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5, or 6 infection: without cirrhosis or with compensated cirrhosis; or with decompensated cirrhos","Gilead Sciences, Inc.",333 Lakeside Drive,,Foster City,California,94404,United States,554816
USTEKINUMAB,FU77B4U5Z0,Designated,Public record,4239,ustekinumab,2/22/2017,Treatment of pediatric ulcerative colitis,Designated,Not FDA Approved for Orphan Indication,,,,,"Janssen Biotech, Inc.",1400 McKean Road,,Spring House,Pennsylvania,19477,United States,537516
TOMIVOSERTIB,U2H19X4WBV,Designated,Public record,4240,"6'-((6-aminopyrimidin-4-yl)amino)-8'-methyl-2'H-spiro[cyclohexane-1,3'-imidazo[1,5a]pyridine]-1',5'-dione hydrochloride",2/23/2017,Treatment of diffuse large B-cell lymphoma,Designated,Not FDA Approved for Orphan Indication,,,,,eFFECTOR Therapeutics,11180 Roselle Street,Suite A,San Diego,California,92121,United States,554516
ATYR-1940,WS7U5TQ7ZJ,Designated,Public record,4241,Recombinant human histidyl-tRNA synthetase,2/23/2017,Treatment of patients with limb girdle muscular dystrophy,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,aTyr Pharma,3545 John Hopkins Court,Suite 250,San Diego,California,92121,United States,548416
ASCIMINIB,L1F3R18W77,Designated,Public record,4243,asciminib,2/27/2017,Treatment of chronic myelogenous leukemia,Designated/Approved,,Treatment of adult patients with Philadelphia chromosome-positive chronic myeloid leukemia (Ph+ CML) in chronic phase (CP) with the T315I mutation,10/29/2021,10/29/2028,Treatment of adult patients with Philadelphia chromosome-positive chronic myeloid leukemia (Ph+ CML) in chronic phase (CP) with the T315I mutation,Novartis Pharmaceutical Corporation,One Health Plaza,,East Hanover,New Jersey,7936,United States,556416
ASCIMINIB,L1F3R18W77,Designated,Public record,4244,asciminib,2/27/2017,Treatment of chronic myelogenous leukemia,Designated/Approved,,"Treatment of adult patients with Philadelphia chromosome-positive chronic myeloid leukemia (Ph+ CML) in chronic phase (CP), previously treated with two or more tyrosine kinase inhibitors (TKIs)",10/29/2021,10/29/2028,"Treatment of adult patients with Philadelphia chromosome-positive chronic myeloid leukemia (Ph+ CML) in chronic phase (CP), previously treated with two or more tyrosine kinase inhibitors (TKIs)",Novartis Pharmaceutical Corporation,One Health Plaza,,East Hanover,New Jersey,7936,United States,556416
BI-836858,JA7I0QFJ17,Designated,Public record,4245,Fully human IgG1 antibody specific for CD33,2/27/2017,Treatment of myelodysplastic syndromes (MDS),Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Boehringer Ingelheim Pharmaceuticals, Inc.",900 Ridgebury Road,P. O. Box 368,Ridgefield,Connecticut,6877,United States,555316
NEO-212,237TB781D9,Designated,Public record,4246,(s)-perillyl alcohol temozolomide carbamate,2/28/2017,Treatment of intracranially located metastases from breast cancer,Designated,Not FDA Approved for Orphan Indication,,,,,"NeOnc Technologies, Inc.","8335 Sunset Blvd., #240",,Los Angeles,California,90069,United States,557316
SETOGEPRAM SODIUM,R05571KE07,Designated,Public record,4247,3-pentylbenzeneacetic acid sodium salt,2/28/2017,Treatment of Alström syndrome,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Liminal BioSciences Limited,"Unit 1, Iconix Park, London Road",Sawston,Cambridge,,,United Kingdom,557016
CABOZANTINIB,1C39JW444G,Designated,Public record,4248,cabozantinib,3/2/2017,Treatment of hepatocellular carcinoma.,Designated/Approved,,CABOMETYX is indicated for the treatment of patients with hepatocellular carcinoma (HCC) who have been previously treated with sorafenib.,1/14/2019,1/14/2026,CABOMETYX is indicated for the treatment of patients with hepatocellular carcinoma (HCC) who have been previously treated with sorafenib.,"Exelixis, Inc.",1851 Harbor Bay Parkway,,Alameda,California,94502,United States,552916
Hydroxyurea,X6Q56QN5QC,Designated,Public record,4249,Hydroxyurea,3/2/2017,Treatment of sickle cell anemia in pediatric patients,Designated,Not FDA Approved for Orphan Indication,,,,,Nova Laboratories Limited,Martin House,Gloucester Crescent,Leicester,Wigston,,United Kingdom,555116
MELATONIN,JL5DK93RCL,Designated,Public record,4250,melatonin,3/2/2017,Treatment of acute acetaminophen overdose,Designated,Not FDA Approved for Orphan Indication,,,,,WORPHMED Srl,"Via Malachia Marchesi de Taddei, 21",,Milan,Lombardy,,Italy,557416
LIOTHYRONINE,06LU7C9H1V,Designated,Public record,4251,fixed dose combination of methimazole and liothyronine,3/6/2017,Treatment of brain metastases in patients with primary lung cancer,Designated,Not FDA Approved for Orphan Indication,,,,,Musli Thyropeutics Ltd.,6 Hagefen Street,P. O. Box 529,Zur Moshe,,,Israel,539116
METHIMAZOLE,554Z48XN5E,Designated,Public record,4251,fixed dose combination of methimazole and liothyronine,3/6/2017,Treatment of brain metastases in patients with primary lung cancer,Designated,Not FDA Approved for Orphan Indication,,,,,Musli Thyropeutics Ltd.,6 Hagefen Street,P. O. Box 529,Zur Moshe,,,Israel,539116
PENTETRAZOL,WM5Z385K7T,Designated,Public record,4254,pentetrazol,3/16/2017,Treatment of narcolepsy,Designated,Not FDA Approved for Orphan Indication,,,,,"Balance Therapeutics, Inc.",533 Airport Blvd.,Suite 400,Burlingame,California,94010,United States,558716
RECOMBINANT HUMAN PLACENTAL GROWTH FACTOR (PLGF-131),NOV5VI05MF,Designated,Public record,4255,Recombinant human placental growth factor,3/16/2017,Treatment of severe preeclampsia,Designated,Not FDA Approved for Orphan Indication,,,,,"Aggamin, LLC",3960 Broadway,Suite 330B,New York,New York,10032,United States,559716
TALABOSTAT,KZ1O2SH88Z,Designated,Public record,4257,Talabostat,3/16/2017,Treatment of pancreatic cancer,Designated,Not FDA Approved for Orphan Indication,,,,,BioXcel Corporation,780 East Main Street,Suite 2,Branford,Connecticut,6405,United States,559616
JBPOS-0101,D7NM51C3GU,Designated,Public record,4258,1-(2-chlorophenyl)-1-(S)-hydroxy-2-(S)-carbamoyloxy-propane,3/20/2017,Treatment of infantile spasms,Designated,Not FDA Approved for Orphan Indication,,,,,"Bio-Pharm Solutions, Co., Ltd.","6F, C Bldg., Advanced Institute of Convergence Technology","145 Gwanggyo-Ro, Yeongtong-Gu",Suwon,Gyeonggi-Do,,South Korea,555216
AVACOPAN,O880NM097T,Designated,Public record,4259,avacopan,3/20/2017,Treatment of C3 glomerulopathy,Designated,Not FDA Approved for Orphan Indication,,,,,"ChemoCentryx, Inc.",850 Maude Avenue,,Mountain View,California,94043,United States,559016
ANNAMYCIN,SNU299M83Q,Designated,Public record,4261,liposomal annamycin,3/20/2017,Treatment of acute myeloid leukemia.,Designated,Not FDA Approved for Orphan Indication,,,,,"Moleculin Biotech, Inc.",2575 West Bellfort Avenue,Suite 333,Houston,Texas,77054,United States,550116
EZEPROGIND DISULFATE,7L8UKH84T0,Designated,Public record,4262,N-(3-(4-(3-(diisobutylamino)propyl)piperazin-1-yl)propyl)-1H-benzo[d]imidazol-2-amine disulphate salt,3/20/2017,Treatment of progressive supranuclear palsy,Designated,Not FDA Approved for Orphan Indication,,,,,Alzprotect sas,85C Rue Nelson Mandela,Parc Eurasanté – Le Galénis,Loos,Hauts-de-France,,France,504115
