# Copyright (c) 1966-2024 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement
# Generated: 2024-05-16
# See end of file for additional documentation on specific fields
# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene/Locus And Other Related Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
chr22	39223359	39244982	22q12.3-q13.1	22q13.1	190040	PDGFB, SIS, IBGC5	Platelet-derived growth factor, beta polypeptide (oncogene SIS)	PDGFB	5155	ENSG00000100311	fused with COL1A1 in DFSP	Meningioma, SIS-related, 607174 (3), Autosomal dominant; Basal ganglia calcification, idiopathic, 5, 615483 (3), Autosomal dominant; Dermatofibrosarcoma protuberans, 607907 (3)	Pdgfb (MGI:97528)
chr22	39312882	39319623	22q	22q13.1	604163	RPL3	Ribosomal protein L3	RPL3	6122	ENSG00000100316			Rpl3 (MGI:1351605)
chr22	39313819	39313911	22q13	22q13.1	611071	SNORD83B, RNU83B	Small nucleolar RNA, C/D box, 83B	SNORD83B	116938	ENSG00000209480			
chr22	39315213	39315307	22q13	22q13.1	611070	SNORD83A, RNU83A	Small nucleolar RNA, C/D box, 83A	SNORD83A	116937	ENSG00000209482			
chr22	39316842	39316896	22q13	22q13.1	611069	RNU86	RNA, U86 small nucleolar	SNORD139	116936				
chr22	39319052	39319113	22q13	22q13.1	611068	SNORD43, RNU43	Small nucleolar RNA, C/D box, 43	SNORD43	26807	ENSG00000263764			
chr22	39349991	39385575	22q13	22q13.1	603925	SYNGR1	Synaptogyrin 1	SYNGR1	9145	ENSG00000100321			Syngr1 (MGI:1328323)
chr22	39399780	39437132	22q13.1	22q13.1	602615	TAB1, MAP3K7IP1	Tak1 (MAP3K7) binding protein 1	TAB1	10454	ENSG00000100324			Tab1 (MGI:1913763)
chr22	39457012	39492194	22q13.1	22q13.1	604621	MGAT3, GNT3	Beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase	MGAT3	4248	ENSG00000128268			Mgat3 (MGI:104532)
chr22	39500100	39518132	22q13.1	22q13.1	615497	MIEF1, SMCR7L, MID51, OPA14	Mitochondrial elongation factor 1	MIEF1	54471	ENSG00000100335		Optic atrophy 14, 620550 (3), Autosomal dominant	Mief1 (MGI:2146020)
chr22	39520559	39522686	22q13.1	22q13.1	604064	ATF4, CREB2, TAXREB67	Activating transcription factor 4	ATF4	468	ENSG00000128272			Atf4 (MGI:88096)
chr22	39529093	39532748	22q13.1	22q13.1	610225	RPS19BP1, S19BP, MGC52010	Ribosomal protein S19 binding protein 1	RPS19BP1	91582	ENSG00000187051			Rps19bp1 (MGI:1913788)
chr22	39570753	39689735	22q13.1	22q13.1	608230	CACNA1I, KIAA1120, NEDSIS	Calcium channel, voltage-dependent, T type, alpha-1I subunit	CACNA1I	8911	ENSG00000100346		Neurodevelopmental disorder with speech impairment and with or without seizures, 620114 (3), Autosomal dominant	Cacna1i (MGI:2178051)
chr22	39893820	39973721	22q12-qter	22q13.1	604518	GRAP2, GRID	GRB2-related adaptor protein 2	GRAP2	9402	ENSG00000100351			Grap2 (MGI:1333842)
chr22	40044834	40335808	22q13.1	22q13.1	610740	TNRC6B, KIAA1093, GDSBA	Trinucleotide repeat-containing gene 6B	TNRC6B	23112	ENSG00000100354		Global developmental delay with speech and behavioral abnormalities, 619243 (3), Autosomal dominant	Tnrc6b (MGI:2443730)
chr22	40346500	40387527	22q13.1	22q13.1	608222	ADSL	Adenylosuccinate lyase	ADSL	158	ENSG00000239900	ade(-)I; bifunctional	Adenylosuccinase deficiency, 103050 (3), Autosomal recessive	Adsl (MGI:103202)
chr22	40370594	40410289	22q13.1	22q13.1	610440	SGSM3, RUTBC3, MAP, RUSC3	Small G protein signaling modulator 3	SGSM3	27352	ENSG00000100359			Sgsm3 (MGI:1916329)
chr22	40410289	40636719	22q13	22q13.1-q13.2	606078	MKL1, AMKL, MAL	Megakaryoblastic leukemia 1 gene	MRTFA	57591	ENSG00000196588	mutation identified in 1 IMD66 patient	?Immunodeficiency 66, 618847 (3), Autosomal recessive	Mrtfa (MGI:2384495)
chr22	40679484	40682812	22q13.3	22q13.2	601751	MCHR1, GPR24, SLC1	Melanin-concentrating hormone receptor 1	MCHR1	2847	ENSG00000128285			Mchr1 (MGI:2180756)
chr22	40769630	40819346	22q13	22q13.2	606795	SLC25A17, PMP34	Solute carrier family 25 (mitochondrial carrier), member 17 (peroxisomal membrane protein, 34kD)	SLC25A17	10478	ENSG00000100372			Slc25a17 (MGI:1342248)
chr22	40824535	40856639	22q13	22q13.2	606796	ST13, P48, HOP	Suppression of tumorigenicity 13	ST13	6767	ENSG00000100380			St13 (MGI:1917606)
chr22	40857148	40932815	22q13.31-q13.33	22q13.2	613553	XPNPEP3, APP3, NPHPL1	X-prolyl aminopeptidase 3	XPNPEP3	63929	ENSG00000196236		Nephronophthisis-like nephropathy 1, 613159 (3), Autosomal recessive	Xpnpep3 (MGI:2445217)
chr22	40859549	40862113	22q13.2	22q13.2	611336	DNAJB7, DJ5, HSC3	DNAJ/HSP40 homolog, subfamily B, member 7	DNAJB7	150353	ENSG00000172404			Dnajb7 (MGI:1914012)
chr22	40951378	40973309	22q13.2	22q13.2	603814	RBX1, ROC1	RING-box 1	RBX1	9978	ENSG00000100387			Rbx1,Rbx1-ps (MGI:1891829,MGI:3710517)
chr22	41092592	41180077	22q13	22q13.2	602700	EP300, RSTS2, MKHK2	E1A-binding protein, 300kD	EP300	2033	ENSG00000100393		Menke-Hennekam syndrome 2, 618333 (3), Autosomal dominant; Colorectal cancer, somatic, 114500 (3); Rubinstein-Taybi syndrome 2, 613684 (3), Autosomal dominant	Ep300 (MGI:1276116)
chr22	41205312	41231271	22q13.3	22q13.2	611865	L3MBTL2, L3MBT	L3MBTL histone methyl-lysine-binding protein 2	L3MBTL2	83746	ENSG00000100395			L3mbtl2 (MGI:2443584)
chr22	41229513	41240931	22q13.2	22q13.2	616236	CHADL	Chondroadherin-like	CHADL	150356	ENSG00000100399			Chadl (MGI:3036284)
chr22	41244779	41302369	22q13.2	22q13.2	602362	RANGAP1	GTPase-activating protein, RAN, 1	RANGAP1	5905	ENSG00000100401			Rangap1 (MGI:103071)
chr22	41301525	41360147	22q13.2	22q13.2	618206	ZC3H7B, ROXAN1, KIAA1031	Zinc finger CCCH domain-containing protein 7B	ZC3H7B	23264	ENSG00000100403			Zc3h7b (MGI:1328310)
chr22	41367455	41399326	22q13	22q13.2	188595	TEF	Thyrotroph embryonic factor	TEF	7008	ENSG00000167074			Tef (MGI:98663)
chr22	41433494	41446801	22q13.1-q13.31	22q13.2	607396	TOB2, KIAA1663	Transducer of erbb2, 2	TOB2	10766	ENSG00000183864			Tob2 (MGI:1888525)
chr22	41459717	41468692	22q13.2	22q13.2	617846	PHF5A, SF3B7, SF3B14B	PHD finger protein 5A	PHF5A	84844	ENSG00000100410			Phf5a (MGI:2156864)
chr22	41469117	41528974	22q13.2	22q13.2	100850	ACO2, ICRD, OPA9	Aconitase 2	ACO2	50	ENSG00000100412	distal to Ph1 break	Optic atrophy 9, 616289 (3), Autosomal dominant, Autosomal recessive; Infantile cerebellar-retinal degeneration, 614559 (3), Autosomal recessive	Aco2 (MGI:87880)
chr22	41525799	41544606	22q13.2	22q13.2	619801	POLR3H, RPC8, KIAA1665	RNA polymerase III, subunit H	POLR3H	171568	ENSG00000100413			Polr3h (MGI:1926179)
chr22	41561010	41576666	22q13.2	22q13.2	617689	CSDC2, PIPPIN	Cold-shock domain-containing protein C2	CSDC2	27254	ENSG00000172346			Csdc2 (MGI:2146027)
chr22	41576900	41589840	22q13.1	22q13.2	601786	PMM1	Phosphomannomutase 1	PMM1	5372	ENSG00000100417			Pmm1 (MGI:1353418)
chr22	41598028	41621043	22q13.2	22q13.2	614637	DESI1, PPPDE2	Desumoylating isopeptidase 1	DESI1	27351	ENSG00000100418			Desi1 (MGI:106313)
chr22	41621295	41664041	22q11-q13	22q13.2	152690	XRCC6, G22P1, TLAA, Ku70	X-ray repair cross complementing	XRCC6	2547	ENSG00000196419	tight linkage to CYP2D		Xrcc6 (MGI:95606)
chr22	41673933	41690480	22q13.2	22q13.2	601304	NHP2L1	Non-histone chromosome protein 2, S. cerevisiae, like 1	SNU13	4809	ENSG00000100138	previously assigned to 12q24.3 by FISH		Snu13 (MGI:893586)
chr22	41699503	41799454	22q13	22q13.2	608797	MEI1, SPATA38, HYDM3	Meiotic double-stranded break formation protein 1	MEI1	150365	ENSG00000167077		Hydatidiform mole, recurrent, 3, 618431 (3), Autosomal recessive	Mei1 (MGI:3028590)
chr22	41800679	41832164	22q13	22q13.2	618788	CCDC134, OI22	Coiled-coil domain-containing protein 134	CCDC134	79879	ENSG00000100147		Osteogenesis imperfecta, type XXII, 619795 (3), Autosomal recessive	Ccdc134 (MGI:1923707)
chr22	41833105	41907305	22q13	22q13.2	600481	SREBF2	Sterol regulatory element binding transcription factor 2	SREBF2	6721	ENSG00000198911			Srebf2 (MGI:107585)
chr22	41900944	41901012	22q13.2	22q13.2	612156	MIR33A, MIRN33A	Micro RNA 33A	MIR33A	407039	ENSG00000207932			Mir33 (MGI:3619343)
chr22	41909543	41915074	22q13.2	22q13.2	617329	SHISA8	Shisa family, member 8	SHISA8	440829	ENSG00000234965			Shisa8 (MGI:2146080)
chr22	41922032	41926806	22q13.1-q13.31	22q13.2	606269	TNFRSF13C, BAFFR, CVID4	Tumor necrosis factor receptor superfamily, member 13C	TNFRSF13C	115650	ENSG00000159958		Immunodeficiency, common variable, 4, 613494 (3), Autosomal recessive	Tnfrsf13c (MGI:1919299)
chr22	41927196	41947152	22q13.31	22q13.2	610152	PANE1, C22orf18	Proliferation-associated nuclear element 1	CENPM	79019	ENSG00000100162			Cenpm (MGI:1913820)
chr22	41969443	41998221	22q13.2	22q13.2	608314	SEPT3, SEP3	Septin 3	SEPTIN3	55964	ENSG00000100167			Septin3 (MGI:1345148)
chr22	41998788	42058371	22q13.2	22q13.2	610981	WBP2NL, PAWP	WWBP2 N-terminal-like protein	WBP2NL	164684	ENSG00000183066			Wbp2nl (MGI:1921966)
chr22	42058334	42070842	22q11	22q13.2	104170	NAGA	Acetylgalactosaminidase, alpha-N- (alpha-galactosidase B)	NAGA	4668	ENSG00000198951	proximal to Ph1 break	Schindler disease, type I, 609241 (3), Autosomal recessive; Kanzaki disease, 609242 (3), Autosomal recessive; Schindler disease, type III, 609241 (3), Autosomal recessive	Naga (MGI:1261422)
chr22	42074248	42079438	22q13.2	22q13.2	614240	PHETA2, FAM109B, SES2, IPIP27B	PH domain-containing endocytic trafficking adaptor 2	PHETA2	150368	ENSG00000177096			Pheta2 (MGI:2443609)
chr22	42079700	42084284	22q13.2	22q13.2	615588	SMDT1, EMRE, C22orf32	Single-pass membrane protein with aspartate-rich tail 1	SMDT1	91689	ENSG00000183172			Smdt1 (MGI:1916279)
chr22	42085526	42090772	22q13.1	22q13.2	602138	NDUFA6, MC1DN33	NADH-ubiquinone oxidoreductase subunit A6	NDUFA6	4700	ENSG00000184983		Mitochondrial complex I deficiency, nuclear type 33, 618253 (3), Autosomal recessive	Ndufa6 (MGI:1914380)
chr22	42126499	42130810	22q13.1	22q13.2	124030	CYP2D6, CPD6, P450DB1	Cytochrome P450, subfamily IID, polypeptide 6	CYP2D6	1565	ENSG00000100197		{Codeine sensitivity}, 608902 (3), Autosomal recessive; {Debrisoquine sensitivity}, 608902 (3), Autosomal recessive	Cyp2d10,Cyp2d11,Cyp2d12,Cyp2d22,Cyp2d26,Cyp2d34,Cyp2d40,Cyp2d9 (MGI:1919004,MGI:1923529,MGI:1929474,MGI:2385022,MGI:88602,MGI:88603,MGI:88604,MGI:88606)
chr22	42160013	42343537	22q13.3	22q13.2	603107	TCF20, SPBP, AR1, DDVIBA	Transcription factor 20	TCF20	6942	ENSG00000100207		Developmental delay with variable intellectual impairment and behavioral abnormalities, 618430 (3), Autosomal dominant	Tcf20,Zfp957 (MGI:108399,MGI:2145729)
chr22	42380407	42437986	22q13.2	22q13.2	608740	NFAM1, CNAIP	NFAT activating protein with ITAM motif 1	NFAM1	150372	ENSG00000235568			Nfam1 (MGI:1921289)
chr22	42500579	42512560	22q13.2	22q13.2	607979	SERHL	Serine hydrolase-like, pseudogene	SERHL	94009	ENSG00000293485			
chr22	42508344	42519796	22q13.2	22q13.2	619449	RRP7A, MCPH28	Ribosomal RNA processing 7 homolog A	RRP7A	27341	ENSG00000189306	mutation identified in 1 MCPH28 family	?Microcephaly 28, primary, autosomal recessive, 619453 (3), Autosomal recessive	Rrp7a (MGI:1922028)
chr22	42553956	42574382	22q13.2	22q13.2	619045	SERHL2	Serine hydrolase-like 2	SERHL2	253190	ENSG00000183569			Serhl (MGI:1890404)
chr22	42583721	42614883	22q13.2	22q13.2	611520	POLDIP3, SKAR, PDIP46	Polymerase delta-interacting protein 3	POLDIP3	84271	ENSG00000100227			Poldip3 (MGI:1921076)
chr22	42615244	42615393	22q13.2	22q13.2	620204	RNU12, SCAR33, CDAGS	RNA, U12 small nuclear	RNU12	267010	ENSG00000276027	mutation identified in 1 SCAR33 family	CDAGS syndrome, 603116 (3), Autosomal recessive; ?Spinocerebellar ataxia, autosomal recessive 33, 620208 (3), Autosomal recessive	
chr22	42617840	42649392	22q13.31-qter	22q13.2	613213	CYB5R3, DIA1, B5R	Cytochrome b5 reductase 3	CYB5R3	1727	ENSG00000100243		Methemoglobinemia, type I, 250800 (3), Autosomal recessive; Methemoglobinemia, type II, 250800 (3), Autosomal recessive	Cyb5r3 (MGI:94893)
chr22	42692121	42721301	22q13.2	22q13.2	607922	A4GALT, P1PK	Alpha 1,4-galactosyltransferase	A4GALT	53947	ENSG00000128274		[Blood group, P1Pk system, P(2) phenotype], 111400 (3); NOR polyagglutination syndrome, 111400 (3); [Blood group, P1Pk system, p phenotype], 111400 (3)	A4galt (MGI:3512453)
chr22	42796502	42857273	22q13.2	22q13.2	612439	ARFGAP3	ADP-ribosylation factor GTPase-activating protein 3	ARFGAP3	26286	ENSG00000242247			Arfgap3 (MGI:1913501)
chr22	42869766	43015149	22q13.2	22q13.2	604960	PACSIN2	Protein kinase C and casein kinase substrate in neurons 2	PACSIN2	11252	ENSG00000100266			Pacsin2 (MGI:1345153)
chr22	43039516	43089391	22q13.1	22q13.2	608955	TTLL1, KIAA0173	Tubulin tyrosine ligase-like 1	TTLL1	25809	ENSG00000100271			Ttll1 (MGI:2443047)
chr22	43110750	43129712	22q13.3	22q13.2	603392	BIK, NBK	Bcl2-interacting killer	BIK	638	ENSG00000100290			Bik (MGI:1206591)
chr22	43132206	43143398	22q13.31	22q13.2	614479	MCAT, OPA15	Malonyl CoA:ACP acyltransferase, mitochondrial	MCAT	27349	ENSG00000100294		Optic atrophy 15, 620583 (3), Autosomal recessive	Mcat (MGI:2388651)
chr22	43151559	43163242	22q13.31	22q13.2	109610	TSPO, BZRP, PBR, PBS, BPBS	Translocator protein, 18kD (benzodiazepine receptor, peripheral type)	TSPO	706	ENSG00000100300			Tspo (MGI:88222)
chr22	43166622	43187134	22q13.2	22q13.2	619410	TTLL12	Tubulin tyrosine ligase-like 12	TTLL12	23170	ENSG00000100304			Ttll12 (MGI:3039573)
chr22	43197280	43343372	22q13	22q13.2	611746	SCUBE1	Signal peptide-, CUB domain-, and EGF-like domains-containing protein 1	SCUBE1	80274	ENSG00000159307			Scube1 (MGI:1890616)
chr22	43412014	43507848	22q13.31	22q13.2	602112	MPPED1, C22orf1, 239AB	Metallophosphoesterase domain-containing protein 1	MPPED1	758	ENSG00000186732			Mpped1 (MGI:106316)
chr22	43528778	43812305	22q13.2-q13.31	22q13.2-q13.31	619664	EFCAB6, KIAA1672, DJBP	EF-hand calcium binding domain 6	EFCAB6	64800	ENSG00000186976			Efcab6 (MGI:1924877)
chr22	43824509	43862513	22q13.31	22q13.31	608359	SULT4A1, BRSTL1	Sulfotransferase family 4A, member 1	SULT4A1	25830	ENSG00000130540			Sult4a1 (MGI:1888971)
chr22	43879678	43892013	22q13.31	22q13.31	611589	PNPLA5, GS2L	Patatin-like phospholipase domain-containing 5	PNPLA5	150379	ENSG00000100341			Pnpla5 (MGI:1923022)
chr22	43923805	43947582	22q13	22q13.31	609567	PNPLA3, ADPN	Patatin-like phospholipase domain-containing protein 3	PNPLA3	80339	ENSG00000100344			Pnpla3 (MGI:2151796)
chr22	43955442	43996529	22q13.31	22q13.31	612058	SAMM50, SAM50	SAMM50 sorting ans assembly machinery component	SAMM50	25813	ENSG00000100347			Samm50 (MGI:1915903)
chr22	43999211	44172939	22q13.31	22q13.31	608121	PARVB	Parvin, beta	PARVB	29780	ENSG00000188677			Parvb (MGI:2153063)
chr22	44172951	44208469	22q13.31	22q13.31	608122	PARVG	Parvin, gamma	PARVG	64098	ENSG00000138964			Parvg (MGI:2158329)
chr22	44243665	44331714	22q13.31	22q13.31	620220	SHISAL1, KIAA1644	Shisa-like 1	SHISAL1	85352	ENSG00000138944			Shisal1 (MGI:1919551)
chr22	44668751	44737681	22q13.31	22q13.31	609406	PRR5, PP610	Proline-rich protein 5	PRR5	55615	ENSG00000186654			Prr5 (MGI:1924714)
chr22	44752575	44862784	22q13.31	22q13.31	609405	ARHGAP8, BPGAP1	GTPase-activating protein, RHO, 8	ARHGAP8	23779	ENSG00000241484			Arhgap8 (MGI:1920417)
chr22	44881162	45010005	22q13.31	22q13.31	616727	PHF21B, PHF4, BHC80L	PHD finger protein 21B	PHF21B	112885	ENSG00000056487			Phf21b (MGI:2443812)
chr22	45163925	45188017	22q13.3	22q13.31	604646	NUP50, NPAP60L, NPAP60	Nucleoporin, 50 kD	NUP50	10762	ENSG00000093000			Nup50,Nup50l (MGI:1351502,MGI:1925732)
chr22	45192244	45240894	22q13.31	22q13.31	619709	KIAA0930	KIAA0930 gene	KIAA0930	23313	ENSG00000100364			5031439G07Rik (MGI:2444899)
chr22	45284949	45295874	22q13.31	22q13.31	611559	UPK3A, UPK3, UPIII	Uroplakin 3A	UPK3A	7380	ENSG00000100373			Upk3a (MGI:98914)
chr22	45344063	45413599	22q13.31	22q13.31	608685	SMC1B, SMC1L2	Structural maintenance of chromosome 1B	SMC1B	27127	ENSG00000077935			Smc1b (MGI:2154049)
chr22	45502883	45601135	22q13.3	22q13.31	135820	FBLN1	Fibulin 1	FBLN1	2192	ENSG00000077942		Synpolydactyly, 3/3'4, associated with metacarpal and metatarsal synostoses, 608180 (4), Autosomal dominant	Fbln1 (MGI:95487)
chr22	45671834	45845307	22q13	22q13.31	611150	ATXN10, SCA10	Ataxin 10	ATXN10	25814	ENSG00000130638	ATTCTn repeat in intron 9	Spinocerebellar ataxia 10, 603516 (3), Autosomal dominant	Atxn10 (MGI:1859293)
chr22	45920366	45977162	22q13	22q13.31	601967	WNT7B	Wingless-type MMTV integration site family, member-7B	WNT7B	7477	ENSG00000188064			Wnt7b (MGI:98962)
chr22	46085997	46113928	22q13.31	22q13.31	618216	MIRLET7BHG, LINC-PPARA	MIRLET7B host gene, noncoding	MIRLET7BHG	400931	ENSG00000197182			
chr22	46112749	46112822	22q13.31	22q13.31	612143	MIRLET7A3, LET7A3, MIRNLET7A3	Micro RNA let7a3	MIRLET7A3	406883	ENSG00000283990			Mirlet7c-2 (MGI:3619050)
chr22	46113686	46113768	22q13	22q13.31	611249	MIRLET7B, LET7B, MIRNLET7B	Micro RNA Let7B	MIRLET7B	406884	ENSG00000284520			Mirlet7b (MGI:2676794)
chr22	46150526	46243756	22q12-q13.1	22q13.31	170998	PPARA, PPAR	Peroxisome proliferator-activated receptor-alpha	PPARA	5465	ENSG00000186951			Ppara (MGI:104740)
chr22	46255663	46263343	22q13.3	22q13.31	604670	PKDREJ	Polycystic kidney disease and sea urchin REJ homolog-like	PKDREJ	10343	ENSG00000130943			Pkdrej (MGI:1338786)
chr22	46296870	46330810	22q13.31	22q13.31	607477	GTSE1	G2 and S-phase expressed 1	GTSE1	51512	ENSG00000075218			Gtse1 (MGI:1352755)
chr22	46335714	46357340	22q13	22q13.31	610230	TRMU, MTO2	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	TRMU	55687	ENSG00000100416		{Deafness, mitochondrial, modifier of}, 580000 (3), Mitochondrial; Liver failure, transient infantile, 613070 (3), Autosomal recessive	Trmu (MGI:1919276)
chr22	46361174	46537620	22q13.3	22q13.31	604523	CELSR1, LMPHM9	Cadherin EGF LAG seven-pass G-type receptor 1	CELSR1	9620	ENSG00000075275		Lymphatic malformation 9, 619319 (3), Autosomal dominant	Celsr1 (MGI:1100883)
chr22	46575744	46682756	22q13.31	22q13.31	613691	GRAMD4, KIAA0767, DIP	Gram domain-containing protein 4	GRAMD4	23151	ENSG00000075240			Gramd4 (MGI:2676308)
chr22	46684410	46738252	22q13	22q13.31	610307	CERK, KIAA1646	Ceramide kinase	CERK	64781	ENSG00000100422			Cerk (MGI:2386052)
chr22	46762650	47175699	22q13.31	22q13.31	616879	TBC1D22A, C22orf4	TBC1 domain family, member 22A	TBC1D22A	25771	ENSG00000054611			Tbc1d22a (MGI:1289265)
chr22	48489553	48751932	22q13.32	22q13.32	617499	FAM19A5, TAFA5	Family with sequence similarity 19, member A5, CC motif chemokine-like	TAFA5	25817	ENSG00000219438			Tafa5 (MGI:2146182)
chr22	49773278	49827873	22q13	22q13.33	604589	BRL	BR140-like gene	BRD1	23774	ENSG00000100425			Brd1 (MGI:1924161)
chr22	49852850	49890080	22q13.33	22q13.33	612552	ZBED4, KIAA0637	Zinc finger BED domain-containing protein 4	ZBED4	9889	ENSG00000100426			Zbed4 (MGI:2682302)
chr22	49859311	49918438	22q13.33	22q13.33	607144	ALG12, CDG1G	ALG12 alpha-1,6-mannosyltransferase	ALG12	79087	ENSG00000182858		Congenital disorder of glycosylation, type Ig, 607143 (3), Autosomal recessive	Alg12 (MGI:2385025)
chr22	49918634	49927537	22q13.33	22q13.33	607171	CRELD2	Cysteine-rich protein with EGF-like domains 2	CRELD2	79174	ENSG00000184164			Creld2 (MGI:1923987)
chr22	49960772	49964072	22q13.33	22q13.33	610580	PIM3	Oncogene PIM3	PIM3	415116	ENSG00000198355			Pim3 (MGI:1355297)
chr22	49991811	50012765	22q13	22q13.33	613414	IL17REL	Interleukin 17 receptor E-like	IL17REL	400935	ENSG00000188263			
chr22	50018575	50058298	22q13.33	22q13.33	619193	TTLL8	Tubulin tyrosine ligase-like 8	TTLL8	164714	ENSG00000138892			Ttll8 (MGI:1922902)
chr22	50059391	50085875	22q13.33	22q13.33	605908	MLC1, LVM, VL, MLC1	Modulator of VRAC current 1	MLC1	23209	ENSG00000100427		Megalencephalic leukoencephalopathy with subcortical cysts 1, 604004 (3), Autosomal recessive	Mlc1 (MGI:2157910)
chr22	50090006	50161687	22q13.33	22q13.33	605794	MOV10L1, SPGF73	MOV10-like RISC complex RNA helicase 1	MOV10L1	54456	ENSG00000073146	mutation identified in 1 SPGF73 family	?Spermatogenic failure 73, 619878 (3), Autosomal recessive	Mov10l1 (MGI:1891384)
chr22	50170731	50180295	22q13	22q13.33	608421	PANX2, PX2	Pannexin 2	PANX2	56666	ENSG00000073150			Panx2 (MGI:1890615)
chr22	50201011	50217616	22q13.33	22q13.33	607917	SELENOO, SELO	Selenoprotein O	SELENOO	83642	ENSG00000073169			Selenoo (MGI:1919007)
chr22	50217694	50245023	22q13.33	22q13.33	610053	TUBGCP6, GCP6, KIAA1669, MCCRP1	Tubulin-gamma complex-associated protein 6	TUBGCP6	85378	ENSG00000128159		Microcephaly and chorioretinopathy, autosomal recessive, 1, 251270 (3), Autosomal recessive	Tubgcp6 (MGI:2146071)
chr22	50245183	50251265	22q13.33	22q13.33	608544	HDAC10	Histone deacetylase 10	HDAC10	83933	ENSG00000100429			Hdac10 (MGI:2158340)
chr22	50252901	50261683	22q13.3	22q13.33	602399	MAPK12, SAPK3, ERK3	Mitogen-activated protein kinase 12 (Stress-activated protein kinase-3)	MAPK12	6300	ENSG00000188130			Mapk12 (MGI:1353438)
chr22	50263713	50270380	22q13.33	22q13.33	602898	MAPK11, PRKM11, SAPK2B	Mitogen-activated protein kinase 11	MAPK11	5600	ENSG00000185386			Mapk11 (MGI:1338024)
chr22	50274979	50307646	22q13.31-q13.33	22q13.33	604293	PLXNB2, MM1	Plexin B2	PLXNB2	23654	ENSG00000196576			Plxnb2 (MGI:2154239)
chr22	50309030	50327012	22q13.33	22q13.33	620562	DENND6B, FAM116B	DENN domain-containing protein 6B	DENND6B	414918	ENSG00000205593			Dennd6b (MGI:1916690)
chr22	50330774	50445090	22q13.33	22q13.33	610877	SAPS2, PP6R2, KIAA0685	SAPS domain family, member 2	PPP6R2	9701	ENSG00000100239			Ppp6r2 (MGI:1918724)
chr22	50445000	50475035	22q13.33	22q13.33	603560	SBF1, MTMR5, CMT4B3	SET-binding factor 1 (myotubularin-related protein 5)	SBF1	6305	ENSG00000100241		Charcot-Marie-Tooth disease, type 4B3, 615284 (3), Autosomal recessive	Sbf1 (MGI:1925230)
chr22	50481543	50486437	22q13.33	22q13.33	608682	ADM2	Adrenomedullin 2	ADM2	79924	ENSG00000128165			Adm2 (MGI:2675256)
